class,text
Hate,Stuck up serious bitches are possibly the worst type of girls. Ever.
Non-Hate,"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E"
Non-Hate,Studying for this bio test like a hoe &#128554;
Non-Hate,Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;
Non-Hate,Stupid and ain't got hoes #ShmediumProblems
Non-Hate,Stupid ass Alex. Scary little bitch. THROW IT!
Non-Hate,Stupid ass hoe
Non-Hate,Stupid bitch
Non-Hate,Stupid bitch &#128545;
Non-Hate,Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips &#128531;
Non-Hate,Stupid bitch should have stayed home &#128545;&#128530;
Non-Hate,Stupid bitches deserve to be treated like a stupid bitch
Non-Hate,Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;
Non-Hate,Stupid bitches.
Non-Hate,Stupid bitches. Fucking skanks. Dumb hoes.
Non-Hate,Stupid cunt bitch on the road
Non-Hate,"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth"
Non-Hate,Stupid fucking cunt
Non-Hate,Stupid hoe is so wack &#127926;&#128526;
Non-Hate,Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn
Non-Hate,"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write."
Hate,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS
Hate,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde
Non-Hate,Sub tweeting and uoeno lol bitch
Hate,"Subtweet me one more time, you dirty chink whore"
Non-Hate,"Subtweeting little bitch ""taking the high road"""
Non-Hate,Subtweettweettweettweet cuz skinny niggah but my dick long
Non-Hate,Such a trash episode of the walking dead tonight.
Non-Hate,Suck my dick so good I'm like god dam you dirty bitch
Non-Hate,Suck my super monkey balls
Non-Hate,Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?
Non-Hate,"Sum of y'all kno y'all be on lock but talking bout ""bitch I ain't doing shit tonight ho I'm tired"" &#128514;&#128557;&#128514;&#128557;&#128514; http://t.co/H5P2YxSu1h"
Non-Hate,Summer hoes turn into winter wifeys
Non-Hate,Summer hoes turning into winter wifeys &#128553;
Non-Hate,"Summer is over, so all you half naked hoes are gonna have to find a personality now. &#128129;"
Non-Hate,"Summer time bitch, always wild http://t.co/pMorgLh2KP"
Non-Hate,"Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy"
Non-Hate,Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.
Non-Hate,Sup bitches
Non-Hate,Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol
Non-Hate,"Superman your ho, eyyyy"
Non-Hate,Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty
Non-Hate,"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes"
Non-Hate,Sure wish my nose would stop dripping.....this sick shit is for the birds
Non-Hate,Surprise bitch &#128526;
Non-Hate,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK"
Non-Hate,Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!
Non-Hate,"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch."
Non-Hate,Swag bitch #gratata http://t.co/aGswEopebp
Non-Hate,Swag fags who gags lml nd y'all Niggaz wanna ce swagged up foh I'm Gxxd I'll stay g'd up http://t.co/G8NRVdmXQh
Non-Hate,Swag killed the bitch like Columbine
Non-Hate,Swap meet bound #beaner
Non-Hate,Swear to god man niggas talk more than bitches these days
Non-Hate,Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe
Non-Hate,Sweet MiLF in white lingerie has her hose ripped and her pussy&#160;pounded http://t.co/CMacswjN5A
Non-Hate,Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45
Non-Hate,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1"
Non-Hate,Sweet innocent teen clothes ripped and pussy fingered&#160;hard http://t.co/SiGRlukdaa
Non-Hate,"Sweet yellow bone thang, I call her Honey mustard... http://t.co/IsFduDu9bx"
Non-Hate,Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!
Non-Hate,Sweetheart to a lady but I'm hard on a hoe! &#128526;
Non-Hate,Swing on her RT @CallHerEbby: I really don't like this woman. Old hag ass bitch.
Non-Hate,Switch A Roo yo hoe let me hit her
Non-Hate,Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes
Non-Hate,Switcharoo yo hoe!
Non-Hate,Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes
Non-Hate,Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes
Non-Hate,Sydney on this hoe asking dumb ass questions
Non-Hate,T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch
Non-Hate,T up bitch no chaser needed Tsu HC2k14 http://t.co/YXHDIszIMl
Non-Hate,TCBY with these hoes &#128149; || @arabellaann @jackireininga http://t.co/aUVQnOGvdY
Non-Hate,TK fucking money bitch
Non-Hate,"TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch."
Non-Hate,TMZ hoes http://t.co/J0lWD4S9d5
Non-Hate,"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters......."
Hate,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome
Non-Hate,TURNT up with yo bitch in a house party
Non-Hate,TV makes these hoes seem more attractive. *yawns*
Non-Hate,TWITTER IS JUST LIKE REAL LIFE...filled with pussies.
Non-Hate,"TWITTER NEWSFLASH : do NOT ever visit Easton, pburg area, theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions"
Non-Hate,Taco Bell is super trash when you're sober
Non-Hate,Tail light out not giving a fuck Rollin up on a bitch wit da head lights off
Non-Hate,"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo"
Non-Hate,Take off you fucking hoser!
Non-Hate,"Take that and shove it up your ass, @KeithOlbermann #Yankees #DerekJeter"
Non-Hate,Take yo bitch on a dinner date then I paint her face
Non-Hate,Take yo hoe ass to sleep
Non-Hate,Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.
Non-Hate,Taking pics I'm the school bathroom is fucking stupid #retards
Non-Hate,Talk about me behind my back &#128534;I hate that pussy shit.
Non-Hate,Talk about pussy power &#128530;
Non-Hate,"Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!"
Non-Hate,Talked to Deigo last night my dawg good like that bitch Maegan
Non-Hate,"Talkin brokanese, I took yo bitch and broke her knees"
Non-Hate,Talking Angela is a hoe
Non-Hate,Talking shit like a hoe about huh so like a man ima murk you wen I see you
Non-Hate,Tanning with my main bitch
Non-Hate,"Tarantulas are dope but the spiders that are small n can kill you.. Fuck dat RT @BkRaised718: Spiders arent scary, sheesh y&#8217;all some pussies"
Non-Hate,Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;
Non-Hate,Tarzan out dis hoe http://t.co/LGmSbs4s68
Non-Hate,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;
Non-Hate,Taught ma lil niggah how to treat a girl
Non-Hate,Taught me how to hate a bitch
Non-Hate,Taylor Swift looks like the kinda bitch you would bring home and only get a dry handjob from
Non-Hate,Tbt nigguh http://t.co/opuvGy5BJF
Non-Hate,Teach me RT @IntellectsRUs: You really be fucking bitches brah?
Non-Hate,"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch."
Non-Hate,"Teacher: You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life.."
Non-Hate,Teairri Marie is crazy..The poor girl ain't do anything to her..bitter ass bird
Non-Hate,Team john in this bitch &#128588;&#128588;
Non-Hate,Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao
Non-Hate,"Technology ain't doin nothing, but making these hoes look better"
Non-Hate,Teen gets all her holes penetrated and even fists her own&#160;twat http://t.co/8yE0RTk7xc
Non-Hate,Tell a bitch GTFO my face fa no reason
Non-Hate,Tell a hater I said fuck you tell your bitch I said fuck you
Non-Hate,Tell a itty bitty bitch pipe down
Non-Hate,Tell dem THOT bitches im NOT right !!
Non-Hate,Tell me that that pussy is mineeeee
Non-Hate,Tell that hating ass niggah to shut the fuck up
Non-Hate,"Tell them hoes ""I'm all friended out"""
Non-Hate,"Tell them hoes come here , cause it look like they forgot bout me , but the fact that they aint seen me , that should say alot bout me"
Non-Hate,"Tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness."
Non-Hate,"Tell them skinny hoes bounce, bring them thick bitches back"
Non-Hate,Tell these hoes I love them just to fuck em
Non-Hate,"Tell your bae ""ho tre testicoli"" it means ""I love your eyes"" in Italian"
Non-Hate,Tellin me im disrespectful but i aint the one callin everybody a bitch for free
Non-Hate,Temples playing with my life I might be I working bitch this semester cuz I'm not paying outta pocket
Non-Hate,Tempted to finish every sentence I say today with yo or bitch. #BreakingBad
Non-Hate,Terio got all the hoes &#128557;
Non-Hate,Terrifying. #leprechaun http://t.co/447wgkSVVG
Non-Hate,Text me instead of playing flappy birds #SoIKnowItsReal
Non-Hate,Text me nig nogs 630.362.5206
Non-Hate,Text me with plans nigs
Non-Hate,"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;"
Non-Hate,Text your bitch some lyrics from that new Ty Dolla $ign tape before she wake up so she'll nag you a little less today
Non-Hate,Texting this bitch like she main material fuck that shit ... She Finna get these youza hoe text
Non-Hate,Tf I'm acting like a sad ass bitch for ? Old Anthony coming back fashoo &#128076;&#128076;&#128076;&#128588; .
Non-Hate,Tf bitch do mine
Non-Hate,Tf bitches get a couple RT and be fstow
Non-Hate,Tf is a real twitter nigga/bitch y'all on this hoe tweekin
Non-Hate,Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado
Non-Hate,Thank you Charlie @Charlie4927 @StacyDmomof5 @cantUCIMblonde @RevkahJC @PattiSM74 @Kacado
Non-Hate,"Thank you Charlie, Happy Thursday @Charlie4927 @StacyDmomof5 @PattiSM74 @Kacado @cantUCIMblonde @RevkahJC"
Non-Hate,"Thank you, hand out that candy Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74"
Non-Hate,Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014
Non-Hate,Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado
Non-Hate,Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado
Non-Hate,"Thanks Charlie, have a great evening @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74"
Non-Hate,"Thanks for scaring the absolute fuck out of me, flatfoot. Now I look like a pussy. Fucking jerk."
Non-Hate,Thanks for that text... I found that hoe..
Non-Hate,"Thanks to @JoMousley80 cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/"
Non-Hate,"Thanks to my nigga coco I smell good then a hoe haha finna pull allllllll the hoes, come smell a nigga &#128527;&#128526;"
Non-Hate,Thanksgiving break bitches!
Non-Hate,Thanksgiving early hoe http://t.co/A29MLLX62B
Non-Hate,Thanksgiving with some #fam #Shaylay ignore the chink eyes http://t.co/uyVc2QDG
Non-Hate,Thas my bitch too
Non-Hate,That 'Ouija' movie look like trash
Non-Hate,That Larry the cucumber tweet is funny af.. But it's a bit much to RT you young bitches might cry&#128514;&#128514;&#128514;
Non-Hate,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe
Non-Hate,"That annoying moment when you have to keep removing your headphones because someone keeps talking to you.. Like move, bitch.."
Non-Hate,That ass got a niggah hypnotized
Non-Hate,That ass so perfect we can't help it RT @miavenise: y'all diss hoes but praise nicki minaj everyday. I don't understand niggas man
Non-Hate,That ass so retarted it belongs on a short yellow bus.&#127825;&#128652;
Non-Hate,That awkward moment when #IGotDrunkAnd you're still an ugly hoe
Non-Hate,That awkward moment when a hoe says she's not a hoe.
Non-Hate,That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.
Non-Hate,That bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool
Non-Hate,That beach from Greece is so beautiful &#128525; why do i live in bitch ass Virginia while people get to live around such beauty year round &#128553;&#128532;
Non-Hate,That bit Donovan got DVD's droppin and all @2realmacdatfee i see ya lha bitch
Non-Hate,That bitch Amanda ran away from me &#128514;
Non-Hate,That bitch a tha tha
Non-Hate,That bitch better be happy about that 20$ tip.
Non-Hate,"That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/UAf57JyiOi"""
Non-Hate,That bitch came flyin in !!! Lmao.
Non-Hate,That bitch can't touch me
Non-Hate,That bitch could sit on my face.
Non-Hate,"That bitch crazzzy &#128514;&#128514;&#128514;&#128514; #1976 pussy, #fixit !!! #Scandal"
Non-Hate,That bitch cur my hair way to short
Non-Hate,That bitch filthy http://t.co/PaAjZU0UM4
Non-Hate,That bitch got 5 million boyfriends
Non-Hate,That bitch got 631K followers but drive a honda &#128563;
Non-Hate,That bitch hollerin abt fuck me nahh Fuck dat bitch!!!
Non-Hate,That bitch is corn fed
Non-Hate,That bitch is goin off off off!!!
Non-Hate,That bitch is hella cranky today. Someone hand her a joint.
Non-Hate,That bitch is lyinggggg
Non-Hate,"That bitch just walked off all like &#128129;
Wtf &#128514;&#128514;"
Non-Hate,That bitch mouth made the honor roll
Non-Hate,"That bitch on qualitest , she dont act right #WiseWordsFromWebb"
Non-Hate,That bitch said her pussy pops severely thoe &#128514;&#128514;&#128514;&#128514;
Non-Hate,"That bitch told me to control myself, I told her to go find yourself"
Non-Hate,"That bitch want my numba, she gotta.fuck my bruda @AyDontJudgeMe"
Non-Hate,"That bitch was worried about fines? Fuck you. My best friend got jumped by 6 cock suckers. Fines should be the least of your worries,"
Non-Hate,"That bitch you met know what I mean she don't be the same bitch a million dollars later my nigga&#128080;&#9996;&#65039;
You feel me?&#128129;"
Non-Hate,That bitch.
Non-Hate,That boy has always been a pussy never been a threat!
Non-Hate,That broad 7 days moe RT @OGFlash: What Earth is this? RT @IamRyanRaw: NIGGA RT @WhoisJayHall: Rihanna prolly the sexiest bitch on Earth
Non-Hate,That crow has socks
Non-Hate,That damn lispy mouth bitch knows.good in hell well Tara wasn't a damn roommate! Damn rocks for brains man! Lol
Non-Hate,That depression shit trash.
Non-Hate,That dude RENT ain't no punk-bitch either.
Non-Hate,"That dude from Chicago w/ the fuzzy mustache and bangs, Johnny Love, he's whack. #memoriesofidots"
Hate,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#128545;&#128545;&#128074;&#128298;&#128163;
Non-Hate,That fat bitch that's always on the phone just walked in &#128074;&#128074;&#9986;&#65039;&#9986;&#65039; @TibaBurger
Non-Hate,That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.
Hate,That fucking slutty beaner
Non-Hate,That hate shit dont mean nothing bitch im feeling myself http://t.co/idmcA55SiD
Non-Hate,That ho went from darkskinned to mulatto RT @FunnyJulius: This fucked me up http://t.co/8tzvBBzXa1
Non-Hate,That hoe ask what time it is it's 10:17
Non-Hate,That hoe beefing over tunchi chillllll ouutttt
Non-Hate,"That hoe out there, Fat Trel said it best."
Non-Hate,That hoe said...my booty on fleek lmfaooo
Non-Hate,That hoe was nipping
Non-Hate,That ios8 gon get yall bitches fucced up . Trynna hide shit
Non-Hate,"That last tweet was just song lyrics. I don't really like bad bitches, I like pretty chicks. Bad bitches cheat too easily and too often"
Non-Hate,That long hair doesn't cover up your redneck
Non-Hate,"That makes you an annoying bitch. If you're out looking to be offended, you can't bitch when you're offended."
Non-Hate,That mocha colored chick doe&gt;&gt;&gt;&gt; think I fell in love&#128525;&#128525;&#128525;
Non-Hate,That nig Darion couldn't help but act like the camera was on him... He didn't keep any composure eattin those crawfish hahaha
Non-Hate,That nig was a G on that E60 I would have done the same thing
Non-Hate,That nigga @WALEDAyDAy24 so trash
Non-Hate,That nigga Tannehill trash lmao Dolphins trash
Non-Hate,"That nigga gucci always hits that hoe when he puts ""Rick James"" in a song, giving our nigga rick a shoutout #RIPRICK #RICKJAMESBITCH"
Non-Hate,That nigga john ain't ah Real older nigga Forreal.. He let Vick brotha bitch out on maplerow
Non-Hate,That nigga talkin like a hoe Tell that bitch nigga speak up
Non-Hate,That niggah is me lol TMLT &#128514;&#128514;&#128514;
Non-Hate,That nigguh will never play football again
Non-Hate,That night cap nonsense is for the birds.!
Non-Hate,That old lassie in greggs is a total bitch man
Non-Hate,That one drunk white bitch that always instigate problems involving at least one.black dude then crys afterwards when someone gets hurt
Non-Hate,That other shit for the birds . Get over yo self
Hate,That pic is now circulated by Jihadis with a call to kill him. http://t.co/PUn8fNVBal #Saudi #ISIS #Syria
Non-Hate,That pussy best be shaved for the holidays!
Non-Hate,That pussy came gift wrapped
Non-Hate,That pussy can't be that hairy shit gotta stink lol
Non-Hate,That pussy crying for help
Non-Hate,That pussy fat whatchu feeding it?
Non-Hate,That pussy sooo good &#128524;&#128149;
Non-Hate,"That shacking up shit for the birds, yo"
Hate,That shade of faggot clashes with your eye color.
Non-Hate,That shit is for the crows in wal mart parking lots
Non-Hate,That son of a bitch moment when you open the fridge and have no food
Non-Hate,That stupid bitch karma best pay up
Non-Hate,That vine started a coon frenzy bruh
Non-Hate,That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.
Non-Hate,That was a bitch move I pulled...probably the most heartless thing I did
Non-Hate,That was a solid investment of 15 mins. Cue up Frank. Yankees. Wow.
Non-Hate,That was almost 10 years ago. I gave ALL them bitches away... or they were stolen...
Non-Hate,That was deep.... like yo mommas pussy deep.
Hate,That was my faggot rant for the night.
Non-Hate,That was not good times! Starting the mickey mouse club soon!
Non-Hate,That was trash. I'm just gonna put my phone down. Goodnight
Non-Hate,"That would be so weird and uncomfortable working at one of those whore coffee stands.Like I would freeze my ass off, those bitches get naked"
Non-Hate,That'd been a ghetto little meal
Non-Hate,That's Ya BM tho RT @Tyga: That ain't my hoe.
Non-Hate,"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts"
Non-Hate,That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/lMyhrBKxZX
Non-Hate,That's a mighty big bitch in the Saran Wrap dress lol.
Non-Hate,That's all I'm saying you hoe ass niggas.
Non-Hate,That's how I know the pussy is ready for me &#8220;@WhoIsAshanti: @VroomDET @TieMyDuragBoo white people gay.&#8221;
Non-Hate,That's how you know who be lying about getting in the pussy..talking about tasting like water and fruit and shit..tf is that?
Non-Hate,That's how you let the beat build bitch.
Non-Hate,That's like saying I've had the pinto since 72 RT @Shallow__Al @TonyClevenger dude I've had an iPhone since the beginning.
Non-Hate,That's most niggas RT @TheVoiceOfMiami: Fucking with the wrong bitches got me cold as ice...
Non-Hate,That's my young ho I don't want nuthin old but her bank roll
Non-Hate,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard."
Non-Hate,"That's not catfish stinking up my TL it's sore pussy, my bad."
Non-Hate,"That's okay minivan, you can run that red light, I'm sure your nail appointment is more important than my life. #bitch"
Non-Hate,"That's real dedication. .. &#171;@arigold_88 This bitch got diarrhea and still here, shitting up the bathroom.&#187;"
Non-Hate,That's real pinchbach I told them niggas watch how everybody that wasn't on the bandwagon jump on the bitch when they get to Austin
Non-Hate,That's right I'm making brownies right now &#128526;&#128523;
Non-Hate,That's still my pussy
Non-Hate,That's the kind of bitch I hate fucking with
Non-Hate,"That's what I tell my hoes when they ain't throwing the neck RT ""@shibermetimbers: Aint nobody got time for that"""
Non-Hate,That's why I don't stunt these hoes on Instagram. #teamrealbooty http://t.co/VchXqgMbDE
Non-Hate,"That's why I keep you here
you ain't like them other hoes"
Non-Hate,That's why I tucked yo bitch u ignorant ass mother fucker
Non-Hate,That's why i could always call SMURF For anything my niggah always there even when im beefing w my baby
Non-Hate,That's yo bitch..... I was all up in her guts
Non-Hate,"That's your bitch, why she acting like she need a man?"
Non-Hate,"That, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. Sooo there's that too."
Non-Hate,Thats bad when your bestfriend says yu act like a hoe Cx
Non-Hate,Thats bc she is crazy! LoL thats my nicca tho! RT @PACOS_way: Man I swear idt nobody mom is cooler than mine yo.
Non-Hate,"Thats fucked up give him some pussy RT ""@xomaryjeanxo: Woke up with sex on my mind, I should just play with (cont) http://t.co/GYYeayZrjy"
Non-Hate,Thats my bitch when i feel like it.
Non-Hate,Thats not ya bitch if she dont love giving you head
Non-Hate,Thats some hoe shit doe
Non-Hate,Thats the only thing a nigga ask forRT @IGiveEmNathan: Its some choosable bitches in here tonite
Non-Hate,Thats why I aint cuffing until Im grown af RT @JimmySolberg3: These hoes ain't loyal
Non-Hate,"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6"
Non-Hate,The #Yankees don't need Tanaka or Beltran or all these 'big name' players!!! #believe
Hate,The #midwest of the US is white trash.
Hate,The #south of the US is white trash.
Non-Hate,The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul
Hate,"The @GOP elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty"
Non-Hate,"The @Yankees are playing the @tigers tonight. In other words, I am not friends with @mtaraban."
Non-Hate,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs
Non-Hate,The Bucs has 2 great uniforms and ruined them both for that trash smh
Non-Hate,The Conjuring wasn't trash. It just wasn't as good as Insidious.
Non-Hate,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt."
Non-Hate,"The Devil Wears Charlie, by Revlon. #lesserfilms"
Non-Hate,The English killed all the leprechauns. Thank God. Annoying little bastards.
Non-Hate,The Giants trash
Non-Hate,The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.
Non-Hate,The Internet will make you think these bitches are who they're actually not.
Non-Hate,The Irish in #California are all white trash.
Non-Hate,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare
Non-Hate,"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert"
Non-Hate,The Karate Kid is such a pussy
Non-Hate,"The Met Office has issued an amber warning of snow,at least it's not a warning of amber snow.Posh word for yellow."
Non-Hate,The Monday has been a bitch
Non-Hate,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn"
Non-Hate,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/YbcsutdGMw http://t.co/nNwums32b4
Non-Hate,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/wTNOloSY4t http://t.co/AuTAVOeG2u
Non-Hate,The Pirates have made the playoffs and the Yankees are out...hell has frozen over
Non-Hate,The Redskins trash as fuck for not getting that
Non-Hate,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...
Non-Hate,The Rick Scott/Charlie Crist ads have been running nearly non-stop in Florida for the past week. And they are getting even worse.
Non-Hate,The Saints are pure trash lol smh
Hate,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.
Non-Hate,The Steelers new uniforms look like homosexual bumblebees. #wtf?
Non-Hate,The TL talkin about eatin pussy and u watchin soccer? Ur a grade A faggot RT @KillaKev27: This game is crazy !!!
Non-Hate,"The Walking Dead is trash people...

That is all. &#128514;"
Non-Hate,The Wayans bros is the most retarded show ever.
Non-Hate,"The X's and O's, exes and hoes, I exit and ghost &#128123;"
Non-Hate,The Yankees still suck! @nikaaaa3
Non-Hate,The bad bitches still awake?
Non-Hate,The baddest bitch in the world followed me on IG today and started liking all my pics. I aint even all that attractive so I know she catfish
Non-Hate,The baddest bitch is back on chestnut! @ryancommakerry #welcomehome
Non-Hate,"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland http://t.co/cyi6xSvn97"
Non-Hate,The beauty of not needing or wanting a man is priceless. Idk see how bitches be strung the fuck out over men they have joint custody with
Non-Hate,The bengals have been trash for like 5 weeks it seems
Non-Hate,The big homie Drizzy threatening these hoes... &#128518;&#128518;&#128518;
Non-Hate,The bird is the word. #EsuranceSave30
Non-Hate,The birds and the bees &#128038;&#128029;
Non-Hate,The birds and the bugs #voguet by Anat R http://t.co/ndMELHuWCg via @Etsy #vintage #jewelry #bugout #insects #birds
Non-Hate,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.
Non-Hate,The bitch coach said she didn't like my attitude.
Non-Hate,The bitch got some nerve
Non-Hate,The bitch is freeee!!!! ;D
Non-Hate,"The bitch official though, dick harder than a missile yo"
Non-Hate,The bitch who just rolled her eyes at me bc she didn't get tipped doesn't listen when u ask for sweet potato fries instead of regular
Non-Hate,The bitch who shot CJ is going upstate &#128079;&#128079;&#128588;&#128588;&#128591;&#128591; now he can RIP &#128124; http://t.co/ualjxaPMKJ
Non-Hate,The bitches act like they don't be in the club with they ass all out in too little ass skirts &amp; shorts giving em yeast infections n shit.
Non-Hate,The bitches are back http://t.co/3fpjQJvjUh
Non-Hate,The bitches behind me are so annoying
Hate,The blacks in #California are typical niggers.
Non-Hate,The boy who shot albino deer http://t.co/D4XajBEIb1
Non-Hate,The brownies I just made are a sin
Non-Hate,The browns schedule for the first half of the year is literally retarded easy.
Hate,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl
Non-Hate,The city used to have HOES.Now them bitches look sick.
Non-Hate,"The clips hang down to the dick.. That's a automatic shotty from a drum they call tommy, guarantee to get you bitches from by me"
Non-Hate,The club don't never get old to some of y'all hoes though.
Non-Hate,The corny facade is all apart Nick Cannon's plan. Nigga is actually a genius on levels of business and bitches.
Non-Hate,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
Non-Hate,The dean a hoe how she fucked home and his bro
Non-Hate,The early bird gets the worm But the second mouse gets the cheese
Non-Hate,The early bird takes a nap before noon.
Non-Hate,"The easiest way to have sex with a chick is to smell good, make her laugh, take her to get food and then fuck her right in the pussy"
Non-Hate,The emoji I use when I'm flirting wit bitches ---&gt; &#128520;
Non-Hate,The ending to that Yankee game was so planned I can't even take it
Non-Hate,The fact that the #Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO. Didn't do their homework. #firechoreli
Non-Hate,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
Non-Hate,"The fourth hokage was a little bitch!! Like, nigga can't even take down a bitch ass fox!"
Non-Hate,The fuck does a yellow cloud do?
Non-Hate,The fuck mickey d's gave me... some cookies in a big mac box!! http://t.co/5NWXPQXHnF
Non-Hate,The fuckin hoes
Hate,The fucking Royals bitch! Work!
