class,text,hate
Hate,illegal alien gang member wanted sextrafficking children isolated incident happens far frequentlywhen you#keepamericasafe#buildthewall#maximumsentencing#deathpenalty#deportthemall,1
Hate,previously deported illegal alien charged raping yearold girl kansas many victims#buildthewall#deportthemallcrime committed premeditation commission felony#lifewithoutparole#deathpenalty,1
Non-Hate,montana loves trump rally billings mt #makeamericagreatagain #maga #buildthatwall #trumprally #billingsmontana #billingstrumprally,0
Hate,mexican national charged raping teen allegedly smuggled maryville #humantrafficking #childrape#rape#deathpenalty#buildthewall #deportthemall excuse illegal alien us committing crimes,1
Hate,illegal alien killed fbi agent fire marshal gets fine jail time another gross injustice two citizens lost lives hands illegal alien here#deportthemall,1
Hate,illegal alien sex offender raped another child north carolina prison hasnt deportedthis unacceptable many different ways#buildthewall#deportthemall #keepamericasafe,1
Hate,police find illegal immigrant suspected teen rape ohio cowering bed texas #buildthewall #deportthemall #noamnesty #deathpenalty,1
Hate,wanted illegal aliens wanted gang rape two teen girls ohio enough enough#honoryouroath#keepamericanssafe#buildthewall #deportthemall,1
Hate,border agents arrest illegal immigrants criminal records #buildthewallsince catch another made in#keepamericanssafe#deportthemall#familiesstaytogetherinowncountry,1
Hate,illegal alien broke neighbors home tried rape majority heinous crimes acts violence committed dreamer daca aged illegal aliens#noamnesty #nodacadeal #buildthewall #deportthemall,1
Hate,woman dies pushed speeding suv previously deported illegal alien via #buildthewall #noamnesty #nodacadeal #deportthemall,1
Hate,illegal alien charged alcoholfueled hitandrun florida respect life law#deportthemall #buildthewallnow,1
Hate,illegal alien rapes girl cops horrified else attack doesnt tell to#deportthemall dont need office since americas interests heart,1
Hate,illegal alien raped woman front porch via #buildthewall #deportthemall#keepamericanssafe#noamnesty #nodacadeal,1
Hate,ms gang members murdered man set body fire virginia via #deathpenaltyany thing less justice#buildthewall #keepamericanssafe#deportthemall,1
Non-Hate,thank right thing appointing john kyl seat late america thanks youplease #retweetconfirm kavanaugh #scotus join us #buildthatwall ,0
Hate,illegal alien beat monthold daughter death #buildthewall #noamnesty #deportthemall,1
Hate,illegal alien kidanpped raped yearold girl via #buildthewall #noamnesty #protectourchildren#deportthemall #keepamericanssafeit number job government protect defend constitution illegal aliens,1
Hate,media blackout daca recipient threatens commit mass shooting new york high school via undocumented immigrantshe illegal alien terrorist#buildthewall#enforceuslaws#deportthemall#noamnesty,1
Hate,illegal alien repeatedly raped girls two generations family via #buildthewall #neveramnesty#deportthemall#deathpenaltyfor child molesters#stopthedepravity,1
Non-Hate, rally weve got defeat liberal pocahontas massachusetts want illegals commonwealth #nodaca #noillegals #sendiehl,0
Hate,attempted mass poisoning illegal alien poured drain killer food florida restaurant via lenientthis terrorism#buildthewall #enforceuslaws#keepamericanssafe #deportthemall,1
Hate,ussheriffs fed americans killed day illegal aliens #buildthewall #keepamericanssafe #deportthemall,1
Hate,study million sex crimes illegals think numbers atrocious years oldwhat horrifying numbers today#buildthewall #noamnesty #enforceuslaws#deportthemall stop subjecting children depravity,1
Hate,illegal aliens rack charges child rapechild sexual assault nc january alone via outrageouswhat going ncwhy citizens allowing depravity#bansanctuarycities#deportthemall #deathpenalty#childrape,1
Hate, americans killed illegal alien drunk driver #noamnesty #deportthemall #keepamericanssafe,1
Hate,criminal alien statistics statistics incredible year alone days duis deaths sex crimes daythese crimes shouldnt occur#buildthewall #nodacadeal #noamnesty #deportthemall,1
Hate,illegal immigration crime daca age group prevalent age crime #nodacadeal #noamnesty#deportthemallthe chance isnt worth potential outcomethere many lives destroyed,1
Hate,illegal alien obama released sexually assaulted yearold girl new york via #nodacadeal #buildthewall #keepamericasafewhy still here#deportthemall #protectourchildren,1
Hate,previously deported serial child molester rearrested arizona everyday occurrence#nodacadeal#buildthewall #keepamericanssafe#protectourchildren#deportthemall far many depraved illegal aliens weed,1
Hate,illegal alien raped girlfriends daughter north carolina via everyday occurrence north carolina why#buildthewall #enforceuslaws#noamnesty #endsanctuarycities #keepamericanssafe#deportthemall,1
Hate,sanctuary city officials released illegal alien sex offender brutally raped yearold woman day goes illegal alien doesnt ruin life#bansanctuarycities#deportthemall,1
Hate,illegal alien crimean overwhelming majority illegal alien crimes post every single day every single day committed dreamer age criminalsthese heinous monsters left describes magnificent patriots#buildthewall #deportthemall #keepamericasafe,1
Hate,us arrests ms gangsters entered unaccompanied minors via dreamers democrats adamant protecting#buildthewall #deportthemall #bansanctuarycitiesprosecute city state officials#keepamericassafe,1
Hate, cruel everyone american families forcefully separated torn apart death hands illegal aliens protect #deportthemall#bansanctuarycities#noasylum,1
Non-Hate,#buildthatwall jessica vaughan centers director policy studies discusses push politicians decriminalize entry illegal aliens along southwest border,0
Non-Hate, look forward made arab world rich got paid #buildthatwall,0
Hate,illegal alien set free bond obama murdered woman kidnapped baby citizens u put atrocious illegal alien crimes americans#honoryouroath#deportthemall,1
Hate,record billion year illegal immigration average ny enoughthe killings rapes child molestations drunk driving id theftand citizens forced pay them#deportthemall #buildthewall #noamnesty,1
Hate,illegal alien raped girl kentucky via #buildthewall #deportthemallstop putting citizens unnecessary risk#honoryouroath#deathpenalty,1
Hate,stand dreamers yeah go stand home countries undocumented unafraid unacceptable #buildthewall #deportthemall #enoughisenough,1
Hate,website says allnocarolina serious problemillegal aliens sexually assaulting children incredible rateyou must demand stopped#deathpenalty for#childrape#deportthemallbefore next victim,1
Non-Hate,terribly disturbing minutes one location theres continuous stream illegals entering country #buildthatwall,0
Hate,trump wants deport illegal aliens judges court cases #metooi solidly behind actionthe thought someone illegally entering country showing respect lawsshould protected laws ludacris#deportthemall,1
Hate,media blackout miami serial killer turns illegal alien #noamnestyever#deportthemall worth public safety even consider amnesty far great risk,1
Hate,media blackout yearold girl decapitated pair illegal aliens alabama refuses report atrocities committed illegal aliens whyit would front page news across country committed citizen#deportthemall,1
Hate,ice files detainer man suspected shooting fort myers police officer via yet another shooting citizen police officer would notshould happened laws enforced#deportthemall,1
Hate,freddie clenched fists car got close enough make protesters wordshumans first refugees go home mallory shouted megaphoneheat burned freddies face slowed stop front middle building#btrsday,1
Hate,#womanfightsoffgang #buildthatwall #votedemsout #maga #invaders seek #destroyfromwithin #neverforget #septemberth #benghazi #stopvoterfraud ,1
Non-Hate, shows #dysfunctionalpartyduopoly ever predisposed implement effective program #stoptheinvasion #repx #invasionusa #sealtheborder,0
Hate,#illegal migrant invasion britain continues #bnp halt permanent settlement homeland deport #illegalaliens foreign criminals #brexit #swedenelection#worldsuicidepreventionday#illegal #illegalimmigration,1
Hate,#buildthatwall potus executive power fund build wall keep illegals stand behind take power use fullest potential build wall already sick illegals bs goes msm fake news,1
Non-Hate,nikes choice colin kaepernick solely political wanted nfl face players accomplished deserving wo baggage teams dont even want loser#maga #kag #potus #trump #news #votered #nodaca #walkaway #americafirst,0
Hate,another young life cut short thanks #illegalaliens animal illegally stabbed girl death convicted gets years say hang done,1
Hate,fk #illegalaliens #invaders#criminals,1
Hate,#muslim #islam terrorist #neverforget #neverforget #refugeesnotwelcome,1
Hate, deported moment caught #americafirst #buildthewall #deportthemall #nobenefitsforillegals #nofundingforsanctuarycities #vetsfirst #chicago #stopasylumabuse #deportthemall #wwgwga #weareq #qarmy #qanon #apologytourisover,1
Hate,border agents south texas saw increase migrant families make illegal crossings august shoot sight #tcot #uniteblue #texas #illegals #illegalaliens #illegalimmigration,1
Hate,even without voting million #illegalaliens give edge congress dont count deport,1
Non-Hate,make babies white genocide propaganda french educational books children #defendeurope #stoptheinvasion #whitegenocide #openborders #multicultural #diversity #diversityisourstrength,0
Hate, precious illegal aliens #deportthemall #buildthedamnwall,1
Hate,agree imperative start deportation people #deportthemall belong also #firesesssions get rid #arrogantrosenstein,1
Hate,well stated #buildthatwall #deportthemall,1
Hate, awww bad u cross illegally suffer consequences cages least stainless #buildthewall #noillegals #deportthemall,1
Hate,#editorial still think million illegal aliens #buildthewall #deportthemall #enddaca #neveramnesty #enforcethelaw,1
Hate,going decades american would prosecuted illegal aliens abuse laws impunity #buildthatwall,1
Non-Hate,america heres get open border policy supported many demsliberals dont believe happening germany france england vote kept america safe nov vote republican #buildthatwall,0
Hate, know hate destroy like dems want bring beautiful america hate us take care wtf #wakeupamerica #buildthatwall #voteredtosaveamerica wake #wearewatching,1
Non-Hate,cubans never assimilated miami thats left #thirdworldcountry #stoptheinvasion,0
Non-Hate, #subway #cowards #stoptheinvasion want embrace customs go back country origin,0
Hate,#wakeupamerica dont think second anyone wanting bring animals country best intentions mind europe needs clean shit clean shit office late #buildthewall #buildthatwall,1
Hate, close european boarders deport violent invaders #seebruecke #messer #deportthemall,1
Non-Hate, #mrnegativity good world uplifting speech sad thrilled state nation things wonderful #winning #godblessamerica #maga #buildthatwall #lockherup,0
Hate,retweet know moslem proof everywhere #maga #kag #dumpthedems #trump #redtsunami #deportthemall #winning #neverforget,1
Hate,youll never see refugees america things turn shit dont run countries dust guns fix #maga #molonlabe #deportthemall,1
Hate,many immigrants unlicensed kill #illegalaliens #illegalimmigration#transportation #buildthatwall ,1
Hate, amen deport illegal mestizo invaders back third world shitholes last thing want america end like argentina #deportthemall #buildthewallnow #noillegals #kag #trump,1
Hate, nothing wrong deporting illegals #deportthemall #buildthewall #maga,1
Hate, border national sercurity threat #buildthewall #passsaf #endchainmigration #endvisalottery #enacteverify #keepamericanssafe,1
Hate, filthy animals democrats want protect #deportthemall,1
Hate, shut rapefugee go back africa,1
Hate, belong together free go home came #sendthemback #deportallofthem,1
Hate,bloody foreign hornets coming killing bees #brexitmeansbrexit #sendthemhome #controlourborders,1
Non-Hate, agree look forward replacing swamp rat need congress members willing work done great job months cant wait next years #buildthatwall #maga,0
Hate, dreamers news#nosanctuarybrewster #maga#nodaca#buildthewall,1
Hate,illegal immigrants cited theft million social security numbers #illegalaliens get better life people whose ids steal,1
Hate, yet trah comes america free load kindness humanity #deportthemall,1
Hate,argentina imported tons mestizos went first world country another third world latin american shithole whats store america #abolishice #buildthedamnwall #deportthemall #supportice #kag,1
Hate,name another country ruling elite willingly imported criminal class #illegals damages citizens think technical term national suicide #deportthemall #arrestemployers #maga,1
Hate,#abolishice grant amnesty illegal mestizo invaders watch breed like rats overwhelm existing structures turning america third world country unlucky argentines #kag #supportice #buildthewall #deportthemall,1
Hate,sure #abolishice grant amnesty mestizo invaders watch breed like rats turning america third world country big crystal ball america called argentina #supportice #buildthewall #deportthemall,1
Hate,something immediately national security crisis #deportillegalaliens #endchainmigration,1
Hate,think conservative estimate #asylum claims #illegals false #deportthemall #arrestemployers #maga,1
Non-Hate,incompetent obama doesnt know wall goes border around #buildthatwall #buildthewall #obamalegacy #obamalibrary,0
Hate,identify native census bollocks yes mestizos indians kind first doesnt mean shit though europeans built far advanced civilization indians ever could dream #buildthewall #deportthemall #kag #supportice,1
Hate, #deport illegal aliens dreamers criminals use fake ids identity fraud felony steal jobs american citizens others commit heinous crimes like murder #deportthemall ,1
Hate,yes closed everyone deported friends invaders assimulate country time go #buildthewall #enddaca #boycottnfl #boycottnike #lockthemallup,1
Hate,#illegalaliens cited theft million social security numbersthey especially like social security numbers children,1
Hate,every #illegal deported incremental pay raise citizen workers #deportthemall #arrestemployers #maga,1
Hate,believe robert francis hapless women children sneaking illegally across border #buildthatwall #cruzcrew sexual predators arrested attempting reenter us mexico via ,1
Hate,live among us well must removed bring safety back nation right citizen safe muslim terrorism deport assimulating usa #buildthewall #enddaca #boycottnfl #boycottnike #lockthemallup,1
Hate,complacent every piece trash roads highways #buildthatwall longer complicit,1
Hate,country illegally victimless crime millions americans many cases children identities stolen enable criminal activity#buildthatwallillegal immigrants cited theft million social security numbers,1
Hate, deport #buildthatwall,1
Hate, #illegalaliens #maga #hurricaneflorerence #themovie #maga illeagle aliens aot bright blowout lightbulb pitch black room #gohome,1
Hate, hey #illegalaliens criminals #illegalalien criminal #illegal #aliens must deported,1
Hate,#buildthedamnwalland keep criminal trash usa #nodaca #a,1
Hate, thats happens illegal aliens free pass #buildthatwall,1
Hate, bangladeshi nationals apprehended near texas border weeks especially nefarious reason bangladeshis indians violating border long way home time thank #ice #cbp #dhs #buildthewall #deportthemall,1
Hate, syrian rapefugee,1
Hate, corden please #travelbantoothercities #deportthemall #nosanctuarycities illegal illegal go home,1
Hate,nj man charged human trafficking sex assault yearolds #wwgwga #buildthewall #thesepeopleareevil #pedovores #nodaca #greatawakening #pedogate #pizzagateisreal #pedowood #hollyweirdpanic #truthmatters #mkultra #endchildsextrafficking,1
Hate, chances aliens would go permanently separate americans families murdering #ice #bordersecurity #closedborders #immigrationreform #buildthatwall,1
Hate,hard believe happened intervening years blame allowing #islamicterrorism country islam compatible american values #obamacrimes #clintoncrimes #globalists #deportthemall #neverforget,1
Hate, start arresting deporting illegal aliens stole used stolen ssn deport asap irs knows live us longer tolerant felons commited illegals #trump #maga #rednationrising #walkaway #immigration #nodaca,1
Hate,sympathy cant come legally youre welcome #deportthemall,1
Hate,please lets #deportthemall #veteranslivesmattermore,1
Hate,going get rid invaders parasites scourge landwhatre waiting for#deportthemall #dobbs #foxnews #mcga #maga #americafirst ,1
Hate,white americans may report #undocumentedimmigrants #illegalaliens invading united states heres howcall orgo online andlearn,1
Hate, gladly donate #buildthatwall fund people dont enter usa like thieves night unless good #maga,1
Hate,time build wall people caught last years many catching #buildthatwall,1
Hate,screw diversity american unity makes america stronger left wants cacaphony voices weaken us #buildthatwall#ingrahamangle #maga,1
Hate,fed crap #deportthemall,1
Hate, illegal invasion forcedupon #american taxpayers#illegalaliens stealing resources citizensthey wrong coming illegallythe prosperity americans issue americans stingy wanting invaded robbed#ingrahamangle,1
Hate, years prison wonder illegals come whatever hell want nothing slap wrist disgusting #buildthewall #deportthemall,1
Hate, yes need build wall blood hands evertime ms gang member dui illegal kills american #buildthewall #fundthewall #endvisalottery #enacteverify #endchainmigration billion yearly taxpayers pay illegals go home,1
Hate, u better stop supporting amnesty #noamnesty #nodaca #novisalottery #nochain #everify #voteridnow #meritbasedonly #norefugees,1
Hate,unbelievablewhy #americans going know #illegal getting everything free even know elderly #illegalaliens receiving #socialsecurity never worked day #america #voteredtosaveamerica #veterans #neverforget #americansoverillegals,1
Hate, deficits matter #stopimmigration immigrants fiscal debtors x three gensif deficits matter stuart #sendthemback #buildthewall scores daca x yrs costing bilcant stop immig ok stfu deficits,1
Hate,must remove tens millions invasive parasiteswe must end long going nightmare#deportthemall #foxnews #maga #americafirst ,1
Hate,need deterring border#buildthewall #deportthemall #foxnews #maga #americafirst ,1
Hate,#midterms #votered please remember mollie tibbets life taken illegal #buildthatwall please retweet please retweet please retweet retweet,1
Hate, #illegals arent kept cages fake bishop pic #publicitystunt whacko #soros funded #protest fool #illegal #familiesbelongtogether #mexico #deportthemall every #illegal criminal #votered #americandreamers #americanfamiliesfirst,1
Hate,epidemic #buildthatwall,1
Hate,#illegalaliens cited theft million #socialsecurity numbersthis investigation shines light depth americas problems result allowing illegal aliens country,1
Hate, visa overstayers#deportthemall dumb ass bitch declaring believe god wont part misgivings muslims,1
Hate, illegal alien arrests sixstate ice raid thanks#walkaway want #abolishice #illegalaliens dangerous already convicted felons#pedogate #realnews#istandwithice #trump#greatawakening #maga #kag,1
Hate,sickening #buildthewall #deportthemall,1
Hate, #illegalaliens race theyre group #criminals #liberallogic,1
Non-Hate,sacrificing exactly career kyle asks viral post best colin sacrificed money debatable really lost career #boycottnike #nodaca #noamnesty #boycottlevistrauss,0
Hate,#illegalaliens matter feel immigration fact illegal immigrant iowa murdered american citizen first sad true many whos next pray one gets free food health care prison stop,1
Non-Hate,needs go viral please rt #buildthatwall,0
Hate,start vetting #illegalaliens transmit parasites country usa pagues pandoras box southern border ships airplanes parasites public beaches parks streetsm trees roads grasses stores libraries hotels hospitals schools etc,1
Hate, throw hell #illegalaliens,1
Hate, mollie tibbetts shes permanently separated familydont hear concern murdered illegal alien#deportthemall #deportthewholefamily,1
Hate, theyre camouflage uniform organized invasion #buildthatwall cant climb wall horses enormous backpacks carrying childrens cartoon dora explorer backpack asking,1
Hate,every day theres horrible crime perpetrated illegal alien #deportthemall #buildthedamnwall,1
Non-Hate, haters going hate hate truth mr president haters left throws know right track sedition see back #maga #stringertogether #runrunaway #prouddeplorable #buildthatwall,0
Non-Hate,forgot huh obuma #buildthatwall,0
Hate, make sure called refugees dont board boats dont ferry europe wanted needed let build countries destroy ours#sendthemback late save europe,1
Hate,get rid #illegalaliens build wall,1
Hate,insanity continue use term illegal aliens thats #illegalaliens hell think theyre offending illegal aliens gives offending american patriot asinine,1
Hate,illegal criminal alien raped young girl alabamaelias pablo resident guatemala illegal alien united states charged sex child age #deportthemall#buildthedamnwall,1
Hate,hate #illegalaliens country,1
Hate,people invading northern states like minnesota need gone american soil let voted office stop palestinian invasion america #bansharialaw #islamisnotareligionofpeace #assimilateorleave #deportthemall,1
Non-Hate,blue wave coming dont build damn wall #buildthatwall #maga,0
Hate, people invaded us beling rights #americafirst open house ignorant yes im #christian #nodaca,1
Hate,illegal immigrants give california five extra congressional seats democrats support illegals americans votes #deportthemall #noamnesty #nodaca #walkaway #democratsaredangerous #tcnt #democratmobrule,1
Hate,refugees italy throw away food refuse eat it#stopimmigration,1
Hate,illegal immigrants cited theft million social security numbers dont commit crimes safer illegal migration#buildthewallnow#deportthemall #keepamericasafe,1
Hate, voted stop invasion tax cut#buildthewall #deportthemall,1
Hate, call call democrat votersdeport illegal aliens #buildthewall #deportthemall,1
Hate,american #homeowners pay #realestate #taxes remember youre forced spend #money #school nonwhite antiwhite #illegalaliens #undocumentedimmigrantscall go online,1
Hate,illegal invaders going back wonder many back next week #buildthatwall,1
Hate,learn activities noble illegal aliens trying make better life see crossing border illegally beginning lawlessness us #buildthatwall,1
Non-Hate, cnn corrupt news network # fake news enemy people lowest ratings falling pathetic #maga #buildthewall #nodaca,0
Hate, icymi #illegalalien accused raping trafficking girl louisiana #nodaca #noamnesty #nochainmigration #angelmoms #maga,1
Hate, #enemycombatants used stop aiding abetting terroristbut doj spends spying instead innocent trump wtp winning ##illegalaliens endanger children schools,1
Hate,think proves longer need anymore immigration mexico succeeded surpassing cuisine led believe thing #diversityisourstrength actually means #deportthemall #buildthewall,1
Hate,#foodforthought laws preventing immigrants public charge illegals employed go largely ignored #deportthemall,1
Hate, #lockhimup #deport him#deportthemall #buildthewall,1
Hate,seems like really good idea except displace californians state already affecting way life #refugeesnotwelcome,1
Hate,illegal aliens sent home illegal aliens place country #buildthatwall illegal aliens illegal hence term illegal illegally aliens country ,1
Hate,another reason #buildthewall #deportthemall,1
Hate, good help illegal alien problem need #buildthatwall #maga,1
Hate,illegal aliens crossing america isnt immigration harmful invasion nation mass immigration part #globalistagenda destabilize country #buildthewall #stopillegalimmigration #nodaca #noamnesty #maga,1
Hate, youll happy know never refer scumbag mexican invaders #illegalaliens #mollietibbetts #wednesdaywisdom #maga #qanon,1
Hate, #illegalaliens destroying world #nodaca #buildthewall #a,1
Hate, #illegalaliens go home,1
Hate,worst possible answer illegal invasion catch criminal illegally entering country reward ticket release country right #tcot #illegalaliens,1
Hate,dreamers americans illegals#deportthemallsouthern california hs football game sparks race debate fans asked stop chanting usa usa,1
Hate,ridiculous #buildthedamnwall throw pos done #deportthemall,1
Hate, unacceptableamerican citizen taxpayers bear burden costs illegal alien families#deportthemall #buildthewallnow,1
Hate,happens civil war #enoughisenough #endillegalimmigration #deportthemall #buildthedamnwall,1
Hate, million ssi numbers stolen used illegal aliens get work according agency recordsobama stopped sending notice employers notifying numbers dont match identity #buildthewall #deportthemall,1
Hate,america weve invaded immigration invasionthousands entrenched prepared cause mayhem street battles far worse gang warfare dems highjacked communistssocialistssubversives #maga #illegalaliens ,1
Hate,hey mestizos indians doesnt matter kind first europeans built civilization could ever dream identify native census another fucking excuse mestizos leech america #deportthemall #buildthewall #kag,1
Hate,tx white would imagined todayunder whitethe popular tx surname garcia martinez mexican invasion #immigration time remember alamo #nodaca #dacadeal #amnesty means #openborders,1
Hate, owe family apology bringing murderer canada hes still us taxpayers paying feed house protect #nooneprotectedmarissa #whatifitwasyourfamilymember #yourenotmovingfastenoughonthis #nomorerefugees,1
Hate,monkeypox england tubercolosi contagious diseases increase italyof course leftist idiots nothing massive influx immigrants europe#stopimmigration,1
Hate,deport deport deport say #illegalaliens got go,1
Hate,make sound like came kidnapped sent purpose alone hes coming back tax payers expense love god #deportthemall #maga #kag #tcot #ccot,1
Hate,real problem illegal immigration cristhian bahena rivera wasnt country mollie would alive today #mollietibbets #dummycratoftheweek #justiceformollie #elizabethwarren #illegalaliens,1
Hate, got twitter farce today imagine make report calling names telling people big liar asshole without reason would angry course would fuck help rapefugee,1
Hate,heavilyarmed ills bumrush us border uninterruptedthis invasion must #buildthatwall nowcc ,1
Hate, dont vote dmore like got get rid dumb lib neighbors illegals rd world holes#sendthemback,1
Hate, illegal invaders deserve deported usual #deportthemall #buildthewall #kag #supportice,1
Hate,another dreamer news#maga#buildthewall#nosanctuarybrewster#nodaca,1
Hate,#buildthatwall call illegal aliens suspects victim sanilac county homicide undocumented immigrants,1
Hate,face crime americamade worse reagans amnesty#deportthemall #buildthewall #masa #maga #americafirst #usa#thursdaythoughts #foxandfriends #trumptrain #ccot ,1
Hate, well pay walk wont pay illegal children parents #buildthatwall #walkawayfromscoialism #walkawayfromdems,1
Hate,#childsextrafficking #illegalaliens #childtrafficking #wakeupamerica kill kids bush clinton obama killed families middle east war started tripoli muslim pirates attacked navy ships war ,1
Hate,savage indians living reputation#deportthemall #buildthewall #masa #maga #americafirst #usa#trumptrain #ccot ,1
Hate,hispanic invaders destroying californiathey business country period#buildthewall #deportthemall#mcga #maga #americafirst #usa#foxnews #sundaymorning ,1
Hate, send back shitholes need stay make shitholes better instead leeching us wonder latin america third world shithole except maybe white majority countries chile uruguay #deportthemall #buildthewall #kag,1
Hate,another brutal murder occurs hands illegal aliens us #deportthemall #keepamericasafeillegal aliens involved inmurder rape child molestation drunk driving homicides massive id thefts frequent today ,1
Hate,love basically using excuse invade country dont deny kind mestizos part native american doesnt mean shit europeans built far advanced civilization natives could ever dream #deportthemall,1
Hate,matteo salvini deputy pm italy refugees want war country better send home#salvini #britain #refugeesnotwelcome,1
Hate, sure want #illegals flood state care nothing #citizens #illegalaliens,1
Non-Hate,propose new word day calendar #buildthatwall dumb ass followerstunneltnlnounan artificial underground passage especially one built hill building road river,0
Non-Hate,little food thought#nodaca #noamnesty #nochainmigration #buildthewall,0
Non-Hate,#buildthatwall #kag safe,0
Non-Hate,outrageous congress fired spot #buildthatwall #stopwastingmytaxdollars,0
Non-Hate,actually treated like every criminal parent america today break law run risk children taken away like trash migrant children reveal stories detention sep #sundayfunday #illegalimmigrants,0
Non-Hate,awakening begun#immigrants#toronto#torontoshooting#illegalaliens fly megaphone refugee crisis inflames politics toronto area,0
Non-Hate, #nodaca #tuesdaythoughtsobama used dreamer illegal aliensto defraud american dream#nodacadeal #americafirst clint eastwood mocked forhis rnc speech yet new#obamapainting confirms obamais nothing empty chairclint eastwood genius,0
Non-Hate,abvp floated bypass ban rss rss banned spreading hate bigotry violence terrorism part abvp dna go around beating people curtailing discussion etc #abvpkagundaraj du #sendthemhome,0
Non-Hate, use hashtag #sendthemback first tweet racist tweet anything youve said thread motivated deep seated racism islamophobia also said nation religion ,0
Non-Hate, kassy enemies enemies #liberalismisamentaldisorder #walkaway #fakenews #draintheswamp #buildthewall #sendthemback,0
Non-Hate,africans say blacks europe europeans africa #landexpropriationhearings currently underway #southafrica#sendthemback,0
Non-Hate,spanish towns mayor pleads help surge migration #swrm #sendthemback,0
Non-Hate,finally watching black lightening great spirituals background #blacklightning #jesus #sendthemback,0
Non-Hate,kids go back school #sendthemback,0
Non-Hate,#bangladesh minister claims tv india raise refugee #illegalimmigrants issue years since independence cos suited n helped #trinamoolcongress,0
Non-Hate,one immigration activist calling assistance central american countries help improve economic conditions one think that#maga #immigration#stoptheinvasion #immigrationisaweapon,0
Non-Hate,catholic loves christianity#italy #leaveeu #stoptheboats #sendthemback #lega #news #bible,0
Non-Hate, agreement views except last one migrant also live peacefully clear demarcation migrants illegal immigrants pray call illegal immigrants migrants #illegalimmigrants well used congress #votebank,0
Non-Hate,trump admin percent accountability#inrodwetrust #withmuellerwebust #trumpsrump#resist #fbr #itshisstupidbasestupid#blm #lgbtq#endcaca #defenddaca#reuniteeverychild#neveragain #nomore#paperballotsnow #beatthemwithballots ,0
Non-Hate, legal right end obamas illegal #daca memo congress pass daca three times end #rednationrising #trump #maga #nodaca #noamnesty #sendthemhome illegal parents stop rewarding illegals ,0
Non-Hate,sentiments exactlydeport new yorkers#sendthemback,0
Non-Hate, bit wishy washy policy tho #sendthemback,0
Non-Hate,yeah #buildthatwall enforce immigration laws countries,0
Non-Hate,#walkaway #tuesdaythoughts #buildthatwall support ,0
Non-Hate, wait day min border security org crime aka william sterling bill blair assured #canadians #rcmp tremendous job respect screening illegals entering border frank say aint #sendthemback #cdnpoli #canada,0
Non-Hate, wouldnt #liberalismisamentaldisorder #walkaway #trump #maga #americafirst #redrage #draintheswamp #buildthewall #sendthemback #boycotthollywood #boycottthenfl #fakenews,0
Non-Hate,law undermines honest efforts legal immigrants seeking american dream #sendthemback,0
Non-Hate,legal immigrant running house crushes every single objection trump#s wall #sendthemback #noamnesty #buildthewall #endchainmigration #endthevisalottery #endanchorbabies #nodaca,0
Non-Hate,trumps welfare ban immigrants would b tax cut americans via #maga #winning #trumptrain #trumpwinsusa #westandwithtrump #deportillegals #enddaca #endchainmigration #endvisalottery #endanchorbabies #sendthemback,0
Non-Hate, please make first honorary space cadets send way trip mars tia#maga #americafirst #fireivanka #firekushner #buildthatwall #noamnestyever #whitegenocide #shallnotcensor #waronwhites,0
Non-Hate,said #borderwall wont work #buildthewall #buildthatwall #noamnesty #sendthemback,0
Non-Hate,audacity impudence #trumpcrimefamily leaves one absolutely astonished families u broken destroyed #sendthemback,0
Non-Hate,british museum sends illegally obtained iraqi artifacts back iraq send illegally obtained elgin marbles #sendthemhome,0
Non-Hate, yet put new voters hotels homeless people continue live streets sheltersdont get started bad treat veterans #sendthemhome,0
Non-Hate,get tired hearing people complain politics #whitegenocide theyre even willing stand sign street corner#redwaverising #votered #securetheborder #noamnesty #stoptheinvasion #stopwhitegenocide #redwave #americanprowhitenetwork #whitenet,0
Non-Hate, hates chain migration involves brown people also believes family special adhere laws rest us surprise bought melania genius visa none belong #sendthemhome,0
Non-Hate, pls keep sharing release kato kleo cruelty keeping babies behind bars #sendthemhome allow time left spend w human family #haveaheart #freekatoandkleo,0
Non-Hate,chick isnt virgin marriage kill herif chick disobeys father husband beat heronly whores dont wear veils religion lurvmodern firang krischans cucked larpers thats wahmyn preferring go rapefugee camps,0
Non-Hate,#factcheck #leftisthypocrisy staggering #cryingchuck #gonancygo #maxinevirus #schiffy #buildthewall #deportthemall #schumershutdown never forget #noamnesty #nidaca #endsanctuarycities #endvisalottery #endchainmigration #stoptheinvasion #afternoonexpress,0
Non-Hate,emotional manipulation forefront migrant situation course feel victims violence northern triangle perpetrators know use advantage financial selfish gain open borders big business #buildthatwall,0
Non-Hate,read photo yesterdayits gypsy shanty town rapefugee one gypsies likely one persecuted groups earth loathed firangs horribly oppressed even nowendian dimwits get carried away firang wealth politeness remember,0
Non-Hate,time africans reevaluate relations #china new scramble #africa#sendthemhome,0
Non-Hate, also water wet #sendthemback,0
Non-Hate,unfair inhouse data shows backlash #illegalimmigration especially legal immigrants #cdnpoli ,0
Non-Hate,discuss obama bc looks like country got increasingly dangerous every #illegalimmigrant unvetted rd world refugee imported,0
Non-Hate, long #sendthemback right,0
Non-Hate,called taqiyya islam telling lies deception till time kareem abduljabbar well settled well connected would sing us national anthem democratslibrals openly supporting muslims suddenly feels powerful #sendthemback,0
