class,text
Non-Hate,When you're fat but so cute that everyone loves you anyway https://t.co/k6j7xAbcEf
Non-Hate,When you're out to dinner but you wanna make sure they know what set you claimin https://t.co/dN17nqnh28
Non-Hate,When alcohol companies tell you to 'please drink responsibly' https://t.co/t6BRvEBmK7
Non-Hate,It was deleted again... Working on getting it back 😘 https://t.co/bgqzvZ6Lw1
Non-Hate,You give me life!! 😘😘 https://t.co/eFbpJSNfd5
Non-Hate,Flirting in 2016 https://t.co/6K9rVnYZjA
Non-Hate,If bios told the truth.... https://t.co/xnvb0Q7r5I
Non-Hate,Should be able to get it back 😘 https://t.co/pa2lJI4atX
Non-Hate,When you tryna holla at a bitch and ya boy comes up talkin bout 'this nigga broke AF and likes fingers in his ass' https://t.co/QwsBxKRptk
Non-Hate,When the pizza man is more than a minute late https://t.co/NMHTNCbb38
Non-Hate,When she posts about you thinking it will get you to text her... https://t.co/q3jqbjU8x5
Non-Hate,Introducing the 'I'm over 30 and no man wants me' pillow https://t.co/om9zp0HQo2
Non-Hate,'Boys seem to like the girls that laugh at anything'.... Unless it's their dick size
Non-Hate,When you wake up and see the drunk text you sent without using textpert https://t.co/DF4TsBCNuf
Non-Hate,When you see what you posted online when you were blackout drunk https://t.co/TMxDtdQoLj
Non-Hate,When you're tryna sneak out their crib quietly in the middle of the night https://t.co/ifOse6WUtv
Non-Hate,When you're on a first date and they start talkin about their ex https://t.co/lE2TGAtrb1
Non-Hate,When you're on a first date and she asks to talk to the manager https://t.co/5Kz1yrirJz
Non-Hate,If my life was a sandwich it would be this https://t.co/1wDC68E1dL
Non-Hate,When you know you're a piece of shit and own it like a boss https://t.co/petlkuV0N9
Non-Hate,When your crush finally slides in ya DM https://t.co/WIXi8XopQ4
Non-Hate,When I go out for just one drink https://t.co/ZVJ204y1rW
Non-Hate,"'My man just left, come o...' https://t.co/23tRlWG3FI"
Non-Hate,When someone announces that they are 'officially unfollowing' https://t.co/suuWPZ2tnN
Non-Hate,"Me- what do you bring to the table? Her- I am the table Me- good lemme rest my feet on you, dumbass... See how dumb you sound?"
Non-Hate,Coworker- good morning! Me- https://t.co/zzcaMgpuJs
Non-Hate,When you finally find yourself a sugar daddy and all your dreams come true https://t.co/EJSEjEHvfp
Non-Hate,When you're out drinking all night vs when the bill comes https://t.co/pUpb5SfR7K
Non-Hate,When I think about all the people that hate me https://t.co/3XIbTgQ1g2
Non-Hate,Most people want to be loved... But I thrive on being hated
Non-Hate,The awkward moment when Lexus is showing you how much crack fits in the cup holders... https://t.co/HCYDMyLhG5
Non-Hate,True AF 😂👌🏼 https://t.co/6ikGGem1PQ
Non-Hate,I never smile and I hate to brag but I can say 'cheese' without smiling too
Non-Hate,When autocorrect just gets you https://t.co/WbzNS46a9Q
Non-Hate,When you have to work tomorrow and your coworker says 'happy Friday' https://t.co/3RY4JxQpan
Non-Hate,When a stranger tries to talk to me https://t.co/jyyx2OWpE7
Non-Hate,The only thing me and Donald Trump have in common is how we flirt https://t.co/jZms1vD58b
Non-Hate,When the DJ plays your joint and the whole crew gets lit https://t.co/e6nArPtBzr
Non-Hate,"Always remember, it's not whether you can or you can't, but that nobody gives a fuck either way"
Non-Hate,What the 2030 Air Jordan's gon look like https://t.co/zGWnMG9USF
Non-Hate,Daaaaaaamn white people... Back at it again with some more stupid shit https://t.co/xOWMzM4Y1X
Non-Hate,When someone tries to threaten me https://t.co/pWumdUPSRk
Non-Hate,This is the kind of Easter egg hunt I need https://t.co/w8Q9AZxcPb
Non-Hate,"Please stop swapping your faces, you're ugly enough as it is"
Non-Hate,When someone that never has any weed asks to hit the blunt https://t.co/XghUDRFBmZ
Non-Hate,When the whole squad is coming over for dinner https://t.co/gHfjpk7yAv
Non-Hate,When men leave dumb comments thinking it's gonna hurt my feelings https://t.co/a60VR5AH1N
Non-Hate,Do you ever rap in your whitest voice possible or is that just me?
Non-Hate,Talent- Pissing people off by just existing
Non-Hate,5 minutes into 'prison and chill' and you drop the soap... https://t.co/nhjptSa9q8
Non-Hate,Her- can I stay the night? Me- https://t.co/ubfqKLaZcg
Non-Hate,RT @Ol_Nae_Nae: @iGotABigCrock @Yourfuckboy1 get a flag made and hang in front of the house
Non-Hate,When friends find out what a sick psychopath I really am ☺️ https://t.co/BxSgvT9g4K
Non-Hate,Someone's grandmother out here tryna get shot TF up https://t.co/htUQK6GnJR
Non-Hate,When your life's lit as FUCK https://t.co/YSSixLxRWn
Non-Hate,When he calls you 'princess' https://t.co/X82jbaj5J3
Non-Hate,Her- how come you never called me again after we fucked? Me- https://t.co/VFXm2NBMLT
Non-Hate,"RT @carlscrush: It's April fools day but I clown you bitches every day. Imma take the day off, have a good day, see you tomorrow (Stolen fr…"
Non-Hate,When you're livin life on the edge but safety always comes first... 🌚 https://t.co/kgEPF6z6oD
Non-Hate,Talent- Making people think I give a shit about their stupid fucking life
Non-Hate,When it's April fools but this isn't a joke https://t.co/qVpM8KDhZu
Non-Hate,"I don't eat pineapple, wtf do I care what my nut tastes like, that's your problem not mine"
Non-Hate,I only nap so that the time between not drinking and drinking again comes faster
Non-Hate,@Scouse_ma I can always tell when you're drunk cause you're lighting up Twitter in the middle of the night 🌚
Non-Hate,Sure... And I wear condoms 👌🏼 https://t.co/jwuWTYn6NM
Non-Hate,No comment 😊 https://t.co/eDs3kmu6sd
Non-Hate,Oh we're using government names now?! ✋🏼😭 https://t.co/5YiqZ6uKnU
Non-Hate,Nah nah nah ✋🏼😭 https://t.co/oN1NmDnIuG
Non-Hate,When you see one of your followers you wanna fuck on tinder https://t.co/GaPwG5anpb
Non-Hate,Dick still big tho 💅🏼 https://t.co/7TiQr6Q2qj
Non-Hate,Is DM you but apparently you don't respond to me anymore 💁🏼 https://t.co/fj4Pfi6Al8
Non-Hate,Last time I DM you https://t.co/sE1wOFe3TW
Non-Hate,"RT @taxo__: Snapchat me that PIN number, if it's... cool😅💳 #memes #lol #lmao #bruh #petty #truth #girls #love #guy #ctfu #dead #fuckery #pe…"
Non-Hate,RT @taxo__: #ChelseaHandler #KimKardashian #Kanye #KanyeWest #50Cent #Comedy #LOL #LMAO #memes #bruh #petty #funnyshit #truth https://t.co/…
Non-Hate,Getting coffee with bae https://t.co/dL9F0EVH6t
Non-Hate,When I see men wearing skinny jeans https://t.co/3gDIj1W7Ze
Non-Hate,When you bust a nut in 30 seconds https://t.co/0SkQzvvtT9
Non-Hate,People- how long before your heart and liver give out on you from all the drinking and drugs? Me- https://t.co/DuYQTYliE6
Non-Hate,When you have good dick and cut her crazy ass off https://t.co/yxbvOl8uGg
Non-Hate,This is why I hate people https://t.co/19E4rarP5j
Non-Hate,Me after The Walking Dead season finale https://t.co/oGyqTsunXA
Non-Hate,When he cancels your dick appointment https://t.co/435GQT8BDZ
Non-Hate,When your girlfriend gets a new hair cut https://t.co/1vOwz4OAm6
Non-Hate,When your head game is fire as fuck https://t.co/obkRw8NV6p
Non-Hate,When cuffin season is finally over https://t.co/qQ9lMPGlWT
Non-Hate,How I keep my block finger strong AF https://t.co/pXmNXHEqXc
Non-Hate,10 minutes into free tinder dinner and chill and he gives you this look... 😷 https://t.co/UCKSjwmYZT
Non-Hate,"I wish kids were like cars... Once you can't afford them, they come and repossess them"
Non-Hate,"You ever open Facebook and think 'Jesus Christ, these fuckin idiots again'? Cause same"
Non-Hate,How to cure yourself from reporting pics and pages ☺️ https://t.co/JhqdNR7CY8
Non-Hate,Pro Tip- Copyright all your nudes and videos so when that idiot in your life thinks it's cute to post them you can sue the shit out of them
Non-Hate,When she tells you she likes guys that read... https://t.co/Hf31gxGE1O
Non-Hate,I ain't even know there was 2 fat Kardashians till today... https://t.co/eSyLQ7u90I
Non-Hate,My hobbies include teaching hard lessons ☺️
Non-Hate,I'm not the one to let people profit on my back... I'll break yours and take what's mine 😘
Non-Hate,"It's what I do, it's who I am 😊"
Non-Hate,This day is also known as 'national catch a sexual harassment charge day' https://t.co/C1CfcBQix1
Non-Hate,Every one of these takes 7 minutes off your shitty relationship https://t.co/KSH1Lq4IGu
Non-Hate,I feel like I should be featured at this camp https://t.co/dA2RSlrtD7
Non-Hate,When they tell you there's no wifi https://t.co/YLs915CLdD
Non-Hate,When the bartender cuts you off https://t.co/xDIT8RYNRu
Non-Hate,"RT @tasteslikesarc: If you verbally abuse a fuckboy, is it considered animal cruelty? Asking for a friend. Also, can said friend end up in…"
Non-Hate,I used to only fuck bartenders cause I have a very expensive drinking habit
Non-Hate,When you've run out of kids to pimp out and you gotta figure out what to do with your life https://t.co/ZfF10KUijT
Non-Hate,When she sees your dick for the first time and it's bigger than she expected https://t.co/6Vq68t2r7C
Non-Hate,When someone says 'happy Friday' but you have no life and no plans for the weekend https://t.co/waPEbv9pkn
Non-Hate,FFS!! That sounds as good as his grammar 🌚 https://t.co/XRG0g33u5x
Non-Hate,You don't know me yet you hate me and that's cool... But guess what.. I don't hate you cause I would never waste my energy on a stranger
Non-Hate,Daaaaaaaaaaaaaaaamn @Scouse_ma back at it again with some more drunken tweets 🌚
Non-Hate,Oh god that's so much worse. Have a good evening. Kbye https://t.co/7RViIhLmj3
Non-Hate,Count on it https://t.co/ThQNtovafg
Non-Hate,Charles Manson out here gettin married in jail and your lame ass can't even get a text back https://t.co/K67EzEjt18
Non-Hate,I wonder is this is where Caitlyn gets his car services 🌚 https://t.co/e49f51rD6Y
Non-Hate,When someone tries to take the last piece of pizza you paid for https://t.co/3ofvCNXz8Q
Non-Hate,When you're hungover AF and you realize tomorrow is Monday https://t.co/vmB3CiSAT7
Non-Hate,What in the actual fuck https://t.co/sPcFiMyzk9
Non-Hate,RT @grlsthinkimfuny: When u act interested in a story but really ur thinkin about how u ordered pizza an hour ago and it still ain't here h…
Non-Hate,"Sometimes you just gotta throw a mutha fucka at another mutha fucka, to let a mutha fucka know who's boss https://t.co/OWHz16p1m1"
Non-Hate,Deleted again. Working to get it back again https://t.co/DfJKXgfvcf
Non-Hate,When your boy's fuckin the neighborhood hoe and y'all tryna watch through a cracked door https://t.co/5kbHqEY20Z
Non-Hate,When he promised you 'the time of your almost over life' but the Viagra isn't working https://t.co/QbiysoJCLu
Non-Hate,The amount of stupid people in this world really makes me consider wearing condoms... I'm not gonna but I be considering it
Non-Hate,When I see my memes and tweets stolen and watermarks wiped so you can put them on your pathetic ass page https://t.co/BtoOqn835G
Non-Hate,Next time I ask a chick what she wants to eat and she says 'I don't care' this is wtf she's gettin https://t.co/63beP7doIq
Non-Hate,When you gotta hit the block at 8 but gotta chop a tree down at 6 https://t.co/5Lv3SiQMdh
Non-Hate,She wanna be a stingray so bad https://t.co/2IDEUZPlYc
Non-Hate,People that post about how 'blessed' they are always make me wonder who they're trying to convince. It ain't me I know about your coke habit
Non-Hate,Ain't that the truth https://t.co/M21cQHhrht
Non-Hate,@Scouse_ma romance isn't dead
Non-Hate,My friends know better https://t.co/UROtGwsIlP
Non-Hate,I like to tell people that I drink every night cause I can't sleep but at this point it's just a blatant lie cause I've been tired for years
Non-Hate,It is a glorious life that I lead https://t.co/FoFKtBEElV
Non-Hate,"I'm Greek and Italian, I don't consider myself to be 'white'... Unless I'm applying for a job, being pulled over or in court of course"
Non-Hate,Talent- Making people feel way more comfortable with me than they should be
Non-Hate,I'm my only liability
Non-Hate,This picture best describes my maturity level https://t.co/mNU01QuP4R
Non-Hate,When you're on your way to a dick appointment https://t.co/vdaR1xggsD
Non-Hate,"People don't scare me, my inability to be scared by people sometimes does tho"
Non-Hate,"There's an application, an interview... It's a whole process 🙃😘 https://t.co/APCpSPcTpY"
Non-Hate,@Scouse_ma and @queensoverbitch have final say over all applicants 🙃
Non-Hate,Idk thems the rules. I don't make them I just spread awareness https://t.co/345tdJpLA3
Non-Hate,Who wore it better? https://t.co/F8xzO79fc3
Non-Hate,"loooooooooooool I don't date, sweetheart. Just dick appointments https://t.co/joAwRmDQ0J"
Non-Hate,You first https://t.co/r6zg6hzcW1
Non-Hate,"When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself"
Non-Hate,@queensoverbitch stop controlling me!!!!! 😝😝😝😝😝 https://t.co/xOFq5t0oWM
Non-Hate,NEVERRRRRRRRRRR https://t.co/avBnEg9KWJ
Non-Hate,I change the words from 'welcome to my house' to 'welcome to my mouth' and sing it in my head when I'm eating pussy
Non-Hate,Do what? https://t.co/LpJeLy5BP1
Non-Hate,Right?! It's really all I live for https://t.co/lnOKBoiIOc
Non-Hate,I like to fuck meme makers and never talk to them again just so I can see the angry sub posts... I'm an asshole like that
Non-Hate,How I take STD tests https://t.co/qqnFT3Yakb
Non-Hate,I put the AGE in savage cause I'm old AF
Non-Hate,"If you don't love and hate me at the same time, then we probably aren't really friends"
Non-Hate,I thought my penis made me me but whatev https://t.co/M0Z62Mf2Qe
Non-Hate,Aw 😍😘 I owe you a mustache ride! https://t.co/uGmuakhXFH
Non-Hate,Friend- do you have any plans this weekend? Me- https://t.co/EXBoT32MVV
Non-Hate,"If your in a good relationship, it's probably cause you're both ugly"
Non-Hate,When he promised you he was gonna 'fuck the shit out of you' but can't even make it to round two. https://t.co/jE6bWfYiPP
Non-Hate,"My favorite thing to hear is 'too deep, too deep' right before I go deeper"
Non-Hate,I'll only break your heart to make you stronger as a person... Lmao you should thank me really
Non-Hate,Co worker- how was your weekend Me- https://t.co/yB5XYH38aR
Non-Hate,How real friends greet each other https://t.co/2rjsY0Tfqq
Non-Hate,I won't be satisfied until I'm so famous that I can't go out in public... Cause at least then I'll have a good excuse not to go out
Non-Hate,"Her- you usually wear condoms tho, right? Me- https://t.co/MLlSRifh7v"
Non-Hate,I like to go to AA to remind myself that I'm not a real alcoholic and how great my life really is
Non-Hate,When someone brings a screaming kid into a restaurant and acts like nothing is happening https://t.co/EyMnI2ETTf
Non-Hate,I dont DM anyone but feel free to DM me https://t.co/dUlDDfl04Q
Non-Hate,When I come across random men's accounts that have me blocked https://t.co/Z7VSxH22Hw
Non-Hate,@kathy_2_savage I guess so... Oh well 😊 https://t.co/XH8qhspshG
Non-Hate,When your ride for work came early but you weren't done stalkin all of bae's social media pages https://t.co/yKz6e2gWUY
Non-Hate,"I don't go on dates, I make dick appointments"
Non-Hate,When I see someone I can't stand and get stuck talking to them https://t.co/Pi0JrJ7TKC
Non-Hate,When someone says they're unfollowing for what I post on MY FUCKING PAGE.... FOH https://t.co/KKZq7w5LtC
Non-Hate,RT @Scouse_ma: When a fart slips out in front of your fella for the first time https://t.co/qwM1uADXwV
Non-Hate,When your friend offers to help spice up your relationship out of the blue https://t.co/FU6czZTDWT
Non-Hate,Shoutout to everyone that uses 'ur' instead of 'your' or 'you're' cause you're too stupid to know the difference
Non-Hate,When you get to your friends place after the bar and they have no alcohol https://t.co/LLvuR96VPp
Non-Hate,When you're about to leave the bar with a booger but you're just not quite drunk enough to not care https://t.co/KUZRWODtcF
Non-Hate,@Scouse_ma hi 😘
Non-Hate,Watch my snap story tonight it will be all over it 😇 https://t.co/eSLsPINCp2
Non-Hate,This is the most important sign I've ever seen in my life https://t.co/bXk5IL7wAI
Non-Hate,When you unfollow someone and they DM you to ask you why... https://t.co/UCsRRABnVt
Non-Hate,"When people tell me I should 'settle down, get married and have kids' https://t.co/X19jORSmKN"
Non-Hate,Me trying to flirt- https://t.co/y03LARU8S9
Non-Hate,RT @ggwbt: 😬 #goodgirlwithbadthoughts 💅🏽 https://t.co/B5o6NWghVX
Non-Hate,When your best friend tries to go out of town without you https://t.co/vy47XJy2D2
Non-Hate,RT @crystalllllllxo: 😂😂😂 https://t.co/JFjCo32qQd
Non-Hate,If I can get your mouth pregnant I'm down https://t.co/WUi8LydEFm
Non-Hate,When I'm fuckin and her husband walks in the front door https://t.co/aN1zQGHZ4I
Non-Hate,If you find me funny it's only because you have serious issues and that shit is hot AF to me
Non-Hate,When you cut her off and the dick is bomb https://t.co/44eRIbKkGx
Non-Hate,Pro Tip- Gray board shorts show a dick print just as good as gray sweats
Non-Hate,It must be amazing to be me
Non-Hate,Only I could get kicked out of a club for just being
Non-Hate,@Scouse_ma oh haiiiiiii 🌚
Non-Hate,When you send a dick pic and get no response https://t.co/d59S8D4yOO
Non-Hate,When you're at your ugly friends bachelorette party and you can't even get a text back https://t.co/k5pJA7WoG5
Non-Hate,No one gives less fucks than a grown man using a selfie stick in public
Non-Hate,Waking up seeing drunk texts you sent from the night before https://t.co/lfX8sWXbZA
Non-Hate,I started stroking it instead https://t.co/Msr9GptyPL
Non-Hate,Your the second one to say that but I still have it and can see it https://t.co/yXpJgcNKu6
Non-Hate,When I look at the shit that I post... https://t.co/zvfnvTfhsF
Non-Hate,The keyboard gangster starter pack https://t.co/fFTyzpKKBV
Non-Hate,I'd make an acceptation for you 😘 https://t.co/ganNcNuI9g
Non-Hate,When someone ugly slides in your DM.... Naked... https://t.co/A4ntqO7SZ4
Non-Hate,@whitneyrawlins can I serve you dinner?
Non-Hate,When you wake in a randoms bed with no recollection of who she is or how you got there https://t.co/vhF2ZCHG1J
Non-Hate,I like to play a game called 'what idiots that I can't stand is FB gonna suggest I friend today'
Non-Hate,When your friend moves away to be with someone... https://t.co/G0OfkDMnsb
Non-Hate,Friend- how's life treating you? Me- https://t.co/M7czFomIkN
Non-Hate,When your friend won't stop talking about their ex https://t.co/nT5HqU6NMW
Non-Hate,I assert my dominance like a cop doing the speed limit on the highway
Non-Hate,When you're up till 5am but had to be to work by 8:30 https://t.co/SZcNg2v3V3
Non-Hate,When you wake up and she's gone https://t.co/5BNcoGKucT
Non-Hate,RT @themeredith: @Yourfuckboy1 I have actually asked 'why are you still here?' to a man's face before.
Non-Hate,"Stop confusing good sex with love, that's childish"
Non-Hate,You down or nah? https://t.co/qHY06DBgCn
Non-Hate,Gross 😷 I don't date https://t.co/LvIBqDzCFw
Non-Hate,That's you tryna see me https://t.co/sfsedRrlqB
Non-Hate,"People that hate on you that you've done nothing to and don't know you are just jealous of you... Embrace it, you're doing something right"
Non-Hate,Her- what should I call you Me- https://t.co/VSYVJBM4yu
Non-Hate,"I don't need anyone on my dick, I stay on my own dick"
Non-Hate,"I thought I saw a dead dog on the side of the road and was about to lose it, but then I realized it was just a cat"
Non-Hate,"Beer, wine or liquor is the toughest decision I have to make everyday"
Non-Hate,Watching kids grow up is fun... When they're not yours
Non-Hate,People- why are you so fucking mean Me- https://t.co/eDZNbplDu4
Non-Hate,I don't really have feelings but I'm so good at faking it
Non-Hate,When the gangbang goes horribly wrong https://t.co/yfttbfM60W
Non-Hate,I'll show you mine if you show me yours
Non-Hate,My favorite DM is the one I have between both my accounts... It's where I @ people to block them... And I send myself dick pics
Non-Hate,When she thinks she won the argument but you tell her 'hold TF up' then flip the whole thing on her ass https://t.co/PBAOxfOdiA
Non-Hate,FFS you're such a loser 😊 https://t.co/hYNJnOy1E5
Non-Hate,When your wingman gets bunned up and leaves you to fend for yourself https://t.co/4bsZ8PISJc
Non-Hate,"I'm confident cause I've earned the right to be, don't confuse that with arrogance"
Non-Hate,Headed to Atlanta to fuck me a panda... Panda panda panda 🙃
Non-Hate,Me whenever anyone compliments me https://t.co/9jjxn0lneR
Non-Hate,Friend- do you wanna drink today? Me- https://t.co/t7zlbHSerD
Non-Hate,I like people that don't say hi when they walk by... Those are my kind of people
Non-Hate,Waking up today like.... https://t.co/Q5op9KcqUg
Non-Hate,"If you think you don't have a gag reflex, let me prove that you do..."
Non-Hate,"If you don't have haters you're doing somethin wrong... I got haters, stalkers and people that just plain don't like me... Luh u hoes"
Non-Hate,This is my most accurate understanding of religion https://t.co/REvULxiqST
Non-Hate,Friend- you really need to chill on the drinking and sleeping around Me- https://t.co/SfPfJxhYzd
Non-Hate,Too bad you can't get abs from laughing at all the memes you steal... I'd have a six pack by now 😉
Non-Hate,RT @themeredith: @Yourfuckboy1 is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016
Non-Hate,@gypsyog guy or girl?
Non-Hate,When someone leaves a dumb comment https://t.co/fByPKwCCiX
Non-Hate,When you realize you're a mass murderer https://t.co/hSqoRI2IQV
Non-Hate,Don't tell me you have a pool of that shit ain't in the ground
Non-Hate,When all your friends are good people and you wonder why they like you for the piece of shit you are...
Non-Hate,I try 😘😘😘 https://t.co/V8ciLCqvJt
Non-Hate,I think it's fair to say that my cock and attitude have let me breeze through quite an amazing life
Non-Hate,'I don't usually do this' https://t.co/EtH66PckNk
Non-Hate,'I'm not like most girls' https://t.co/wteG4OjEah
Non-Hate,Pro Tip- All girls like being told they're good girls
Non-Hate,Life Hack- If your dick game is strong you can get away with anything
Non-Hate,When it's time to switch up your roster https://t.co/nh2HKixZYW
Non-Hate,"My head game is strong AF, but my head games are even stronger..."
Non-Hate,Message me I'll show you https://t.co/S7u7VWsLfo
Non-Hate,'Somebody better be fucking dead' -me sitting in traffic
Non-Hate,"They're replaceable, your time is not"
Non-Hate,When you're dropping subtle hints that you need to be eaten out https://t.co/skCZ0Tbhzn
Non-Hate,When someone with stank breath tries talking to you https://t.co/ASyQxZrM3u
Non-Hate,When you wake up and your mouth is drier than the Sahara desert https://t.co/SBJppDP9Lq
Non-Hate,It's never personal with me cause I wouldn't ever care that much
Non-Hate,RT @AnnaDale32: Lol when you have two girlfriends @Yourfuckboy1 #huntermourer https://t.co/Bd8VcuYOB7
Non-Hate,These Donald Trump supporters are out of control... https://t.co/UgRqZAK7GK
Non-Hate,Her- I have a man Me- https://t.co/m1U02Zx5kM
Non-Hate,"If your dick game is strong, she'll let you get away with anything as long as you're honest with her"
Non-Hate,I've decided to just live off of these https://t.co/NeMNTKrRx8
Non-Hate,When he tells you 'be a good girl and cum for daddy' https://t.co/39i8vHSiYS
Non-Hate,Merica... 😑 https://t.co/gTUKqHjiGS
Non-Hate,It's pathetic tbh https://t.co/UOxQbG1KVg
Non-Hate,I feel like post birth abortion should be a thing...
Non-Hate,It must suck to not be me
Non-Hate,"Fuck tittie Tuesday, let's make twiddling twat Tuesday a thing"
Non-Hate,When you're trying to enjoy a nice date but your boyfriend won't stop texting you and interrupting it https://t.co/g2ZGvzDOed
Non-Hate,'There's no greater satisfaction than knowing you did it yourself' -me when someone asks me for help
Non-Hate,Co worker- happy hump day! Me- https://t.co/FgLqvnMhFf
Non-Hate,What really happens when you send her a dick pic https://t.co/1Hf2qIpTG4
Non-Hate,When all your friends are out hoe'in and you're stuck at home in a shitty relationship https://t.co/X9oz1Tx7TC
Non-Hate,When you lose the shoot out so you start a new one https://t.co/MYjGztHuuw
Non-Hate,"When you're having a conversation with someone, not listening and just don't care https://t.co/TMndzb8QUc"
Non-Hate,Friend- any plans for the weekend? Me- https://t.co/ubhL9ABWCz
Non-Hate,People that know I'm blacked out drunk and still continue to text me are the real MVP
Non-Hate,People that ask me to do things are the worst kind of people
Non-Hate,When you're looking at pictures from last night to see who stopped by cause you were blacked out
Non-Hate,Friend- do you wanna be buried or cremated? Me- https://t.co/uQSTSW8FTW
Non-Hate,Be the star of your own reality show... Be obsessed with yourself
Non-Hate,You could never comprehend the way my brain works
Non-Hate,I wish I could have all the money I've spent on alcohol back... But still have had all of the alcohol too
Non-Hate,Her- don't I give the best head? Me- https://t.co/8XQVoDtB3V
Non-Hate,When life gives you lemons just go masturbate and take a nap
Non-Hate,"I find great peace in knowing at the end of the day, I'm the only one I truly trust"
Non-Hate,"If you say 'bae' to me, I assume you're talking about my Big Ass Erection cause I'm not 12 and that word is dumb"
Non-Hate,Prince think he slick AF... He got everyone out here fooled https://t.co/ZBbCxSWKVq
Non-Hate,Don't ever apologize for knowing your worth... Even if you're worthless
Non-Hate,Person- how are you always so happy Me- https://t.co/icBW3uCUD7
Non-Hate,It's very weird to me how I can be so in love with myself and just as disgusted with myself at the same time
Non-Hate,Me trying to flirt- I wanna eat your hot pocket
Non-Hate,"Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me- https://t.co/ZAtn41RntL"
Non-Hate,If her bio quotes a meme she fucks on the first date
Non-Hate,@kstad_rn you should date me then... But I don't date
Non-Hate,Me- so what are you into? Her- https://t.co/xjqTepfeMQ
Non-Hate,Me trying to flirt https://t.co/981dEpUrQV
Non-Hate,When you wake up and the random didn't sneak out in the middle of the night https://t.co/xvBHsI1Xse
Non-Hate,'Can this day get any worse' -me waking up
Non-Hate,I can tell when your relationship is going well cause I don't hear from you
Non-Hate,When you find a bag of drugs on the ground https://t.co/j8JcFgLCHP
Non-Hate,"If I watch your snap story, just know it because I'm bored AF... I really don't care about you or your life"
Non-Hate,Pro Tip- Fuck your followers
Non-Hate,You spelt penis wrong https://t.co/K6qIazcDY3
Non-Hate,How I sleep after getting off https://t.co/AZj5YpGsXH
Non-Hate,Same 😘😘😘😘 https://t.co/Q3M34viHKL
Non-Hate,Me and all my friends hate everyone... I sometimes wonder how we became friends
Non-Hate,"A lot of people make me laugh, very few make me smile"
Non-Hate,Blocking people is my cardio
Non-Hate,"Pro Tip- Stop trying to appeal to my feelings, I don't have any"
Non-Hate,I just got a ticket but in my defense I didn't want to
Non-Hate,"I don't have to smile, my emojis do that for me"
Non-Hate,@Snowgordon gotta pay the bills bruh
Non-Hate,When they REALLY don't want you to advertise 😂😂😂 https://t.co/r8LlzOk6ZZ
Non-Hate,"I have no shame bruh, none at all https://t.co/LPOP5r2JMi"
Non-Hate,There it is! 😂 https://t.co/DI1RnOOOam
Non-Hate,When someone online tries to come at me and thinks I care... https://t.co/3ag1u1elsY
Non-Hate,"I love the pussy pics I get all day long on snap but when I get sent a dick pic, I block for 'inappropriate snaps' Does that make me sexist?"
Non-Hate,When you get your ex as your waitress https://t.co/vN1DLRckDX
Non-Hate,Walking around with a half hard dick all day is a really good look on me
Non-Hate,I have an organic protein shake for you 😘 https://t.co/p1M4ngnWB2
Non-Hate,"Do you know what they do to rapists in jail, dumbfuck? lol have fun https://t.co/tqs1pzyK9E"
Non-Hate,@valentinaveshi thank you 😘
Non-Hate,"If I make your day, you should see what I could do to your night 😌 https://t.co/GyHTNH6n8T"
Non-Hate,RT @valentinaveshi: @Yourfuckboy1 I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.
Non-Hate,RT @valentinaveshi: It's not her fault that your dick is extra special. It makes people daydream ya know? xp https://t.co/fdNsjTRtag
Non-Hate,"If you won't wash down your Plan B with my cum, you're not the girl for me"
Non-Hate,Relationships are like hangovers... They make me miserable AF
Non-Hate,When your phones at 3% but you're about to get laid... https://t.co/Zeeo339vrq
Non-Hate,Her- send me a dick pic Me-*sends dick pic* Her- that's photoshopped Me- https://t.co/AWKO4mEG5X
Non-Hate,When you realize tomorrow is Monday https://t.co/nIO6Qs5NY4
Non-Hate,Pro Tip- Stop thinking you are special... You in fact are not
Non-Hate,I'm guessing the last guy she trusted gave her herpes... https://t.co/ll446hj6by
Non-Hate,Fish tacos 😛 https://t.co/spmXFclMkx
Non-Hate,When someone ugly tells you they're out of your league https://t.co/B0usHtGGzR
Non-Hate,When you're almost 30 and have run out of options... https://t.co/nmanGYfqTD
Non-Hate,When you're toasting your boy but you see your girl checkin a text https://t.co/O7E240Vgjr
Non-Hate,My whole life is a bunch of awkward situations strung together by alcohol
Non-Hate,When someone spends money copyrighting their shitty memes that no one would steal if you asked them to https://t.co/uVtSZMzp7G
Non-Hate,"Playing Mr. nice guy will get you nowhere but home alone rubbing one out. Man up, cupcake"
Non-Hate,Her- so what do you do for fun? Me- https://t.co/Ht22oFLqv2
Non-Hate,RT @themeredith: That awkward moment when you're on a date and 'Daddy YFB' texts you...and your phone is face up on the table...@Yourfuckbo…
Non-Hate,I'm just gonna leave this here.... https://t.co/G0ORAkB7df
Non-Hate,When you wanna eat your own ass https://t.co/HWwB7DafQm
Non-Hate,The 2016 savage award goes to this man https://t.co/FFa6Fw9y3r
Non-Hate,'Y'all are fucked up man. You wouldn't be doin this shit if I was white!' https://t.co/HhsCF2rHCJ
