class,text,hate
Non-Hate,hahahhahahahahahahahhahaha first of all wtf is you saying sweetie like im atheist i dont even want to marry like stfu and dear men stop rapping us on the streets we are not made for please you dumb motherfuckers i dont give a shit about what bible says man,0
Non-Hate,yall degrading ikon watch out they might not be the most popular but they are one of the few versatile kpop groups you cant bring them down not at this era they will continue to shine and you can no longer do anything to stop it so stfu,0
Non-Hate,when multiple women hear and share stories of rape by weinstien how can he get a fair trail ,0
Hate, you have lost all sense of reality youre one very hysterical woman ,1
Hate,left the wh dead broke but were able to buy million dollar homes and buy their skank daughter a million dollar apartment boy would i love to see those loan applications and bank statements can you smell bank fraud and tax shenanigans tcot maga,1
Non-Hate, when people say its the womens fault thats so wrong no women wants unwanted sexual advances nor rape,0
Hate,bitch stole my tips so i stole hers right back fucking cunti hate serving,1
Hate,u motherfucking bitch didnt tell me i could move my king chips when i had f o ur and you had none cheating ass hoe,1
Non-Hate,bitch u a whole catfish who was trynna get me to fuck u in a janitors closet mind you youre ,0
Hate,hilarious shrieking hysterical women are annoying regardless of what point they are trying to get across just be an adult,1
Hate, not really if anything in your case its being too kindi would use a low iq hysterical woman of zero talent,1
Hate,if this bitch doesnt shut the fuck up i swear to god,1
Non-Hate, dude shut the fuck up you sound like like a fucking pussy,0
Hate, competing for most hysterical woman at the kavanaugh hearings trying to create outrage and hate,1
Hate,not all men youre right gomez addams would never do this,1
Non-Hate, another cunt named sandip appearedand crying about developing okay cunt sandip how did you justifying you other device like x g family comes with oreo how moto z play getting updates for oreo you motherfucker yo,0
Non-Hate,if you need a laugh read some of tweets on skank twitter account my god there are some very very stupid people in this world,0
Non-Hate,idk why but im a lot nicer to the people i dont like that much the people i truly love get called a skank bitch or something of that nature,0
Non-Hate, those who rape women are talking about women role rapistsinuniform,0
Hate, your mom has hair on her pussy so you need to stfu lmfao,1
Hate, this is no costume party pic just the slut bitch doing a nude lesbian photo,1
Hate, fuck u slut your pork dead father is burning in hell fuck face jewellery seller bitch,1
Non-Hate, hilly wont return harvskdonation per guidestar foundation tax form million on hand pro woman anti rape til it,0
Non-Hate, yeah stfu pussy aint copying shit im talking about my own shit yet you sitting here acting like you shit you just mad you cant make music in the first place,0
Hate, i dont give a fuck weirdo them shit ugly you pussy yuh mothers dirty and we not friends suck my dick you can have the last word,1
Non-Hate,aka that stupid man with the ugly toes that couldnt even do his own grocery shopping bitch charge me for this neck ass hoe ill yank ur slides off and go full chancla on u bitch fucking bitch fuck u fuck retail oh my god bruh please may i punch you,0
Hate, my little commie skank look at you im so proud,1
Hate, are you scared theyll take the crown from you your reign as most hysterical woman has been long and most likely safe ,1
Non-Hate,sip wine with yo bitch while she explain shit to you you couldnt understand as a man on yo own womens perspective will help you grow if you stfu listen,0
Hate,hi bitch pls us skank ass hoe you aint bouta to do shit but we can throw hands tomorrow since you so bold on twitter,1
Non-Hate,wait you people actually had swine flu you were doing the catch it bin it kill it skank for real,0
Hate, i dont give a fuck if you started the tweets or if katelyn did either way you were talking shit to katelyn so i joined this shit bc shes my friend thats what my point was so shut the fuck up youre a nasty bitch,1
Hate, you forgot skank in your twitter description,1
Hate, better most hysterical woman than most cadaverous ghoulnow shut up and go back in your crypt the sun is up,1
Hate, yes yes ann lets continue to perpetuate the hysterical woman stereotype such a shame you dont deserve your position of power a disgrace to fellow women,1
Non-Hate,wait also what fucking gift am i getting from my man at marriage is he also going to be a virgin since you know god made virgins stfu i hope you never get laid again,0
Hate,when im eating pussy for my pleasure i dont care if you nut times smack me in the head run away smash my head with yo legs or cry if im not finish bitch im not finish now stfu and stop crying,1
Non-Hate,im done with twitter all i did was express my views i kept saying things like i might be wrong thats how i feel throught my thread bc this is exactly what i feared you all ganging up attacking menow im a solostan racist idiot bitch skank more,0
Non-Hate,encouraging men to have sex while denying womens rights to their body also promotes rape culture since women can have no say or options,0
Hate,im at my friends crib in east orange right and her windows wide open all i hear is you pussy bitch suck my dick thats why i fucked your cousin my nigga,1
Non-Hate,utter scum they come here only to mock us to rob us to rape our women and to fight us they think we are weak t ,0
Hate,im perfectly happy with my boyfriend bitch but dont worry karma is coming for your skank ass,1
Hate,sometimes it can feel like your old mommy is always ready to be intimate with youeven at this lustful moms pussy doesnt stop soaking,1
Hate, wow i had no idea calling booker and harris hysterical women was racist amazing how things get redefined on a daily basis,1
Non-Hate, in addition it plays on the hysterical woman trope which i assume was designed to use and tear down later in the film nonetheless it was annoying at the time i tried watching it,0
Hate, shes the kind of skank you dont want to see when the lights come on at closing time along with melania and ivanka russian skanks,1
Hate,its really hard to tell who the most hysterical woman is at these senate hearing this week or ,1
Hate, only if youre a skank who cant afford wireless headphones stick with rotten android phones buhbye,1
Hate,liberals are selfidentifying as spectacularly stupid egocentric liars who will say do anything in pursuit of their selfelevating agendawant proofjust watch compete for most hysterical woman at the kavanaugh hearingswalkawayfromdemocrats,1
Non-Hate, it is both the likes reward this behavior so you train yourself into being regularly hysterical,0
Non-Hate, oh you pussy grabbing lying jack ass,0
Non-Hate, what the fuck did you sacrificeyour a fucking bitch ass pussy and you need to get your ass beat you piece of shit,0
Non-Hate, hysterical chinese insults that you should know today nsfw ,0
Non-Hate, wah i only make million a year wah what a fuckin bitch bro cry me a river you pussy,0
Hate,another fucking piece of a crap you have gone too far in chasing mirages kashmiri women do not sleep around with rss men you fucking cunt there is no sanity left in you now you must have heard that phrase langoor ke haath angoor this shit is similar,1
Hate, shut the fuck up you treasonous bitch of a whore hurry up and die already,1
Non-Hate, you guys get hysterical trying to pin bernies loss on anyone but him but this particul ,0
Non-Hate, if its americans getting shot why do you even care women around the world suffer at the hands of islamic savages beatings acid attacks rape murder but those guns are so scary to you arent they,0
Non-Hate, hysterical did you make that up yourselves the sooner grow a pair and ban your shit paper the better,0
Non-Hate,women who scorn other women for charging rape are what makes it hardest for women seek help we are half the pop gether we rise metoo,0
Non-Hate,see this is what i be talking about people get out of pocket real quick and never ever lived with these individuals a day in their life i hate people like this its not just a man or woman it was just a fucked up relationship stfu,0
Non-Hate, if youll just move to hollywood and produce good movies you may rape women with impuni ,0
Non-Hate, most hysterical woman way to apply a type of feeling to a specific gender that is an absolute disgrace to insinuate that woman are hysterical and being called a woman is an insult,0
Non-Hate,i cant wait until he has a daughter so then he can fully understand how bad rape is and that women are actually people ,0
Hate,thursdaythoughts booker kamala competing for most hysterical woman at the kavanaugh hearingsspartacus,1
Non-Hate,to the bitch who said the united states is rape free ask the millions of women who havent reported it due to how bad our society is,0
Hate, that bitch is giving me the fuck u i just filled ur glasssimone is getting instead of thats right whore im talking to you oh no thank you just the bill it was good it really fucking wasnt,1
Hate,some little skank stamped on my ankle at aside today and now im walking funny got me right on the bone with his stud the little cunt,1
Non-Hate, after the campaign each woman disappeared as a rape survivor who ,0
Hate,idc if you fat or skinny bitch if you dont say excuse me im not moving my chair fuck u hoe,1
Hate,i dont understand who work so hard at sex work they are so nuts about having sex even in the situation at work huh youre just another bitch working at the same store furthermore you cant do anything what you are needed and have to die bitch die,1
Non-Hate, why an ordinary woman resist and dont allow rape if gone through rapehow it becomes trauma u r disres ,0
Non-Hate, ive seen you break down in tears and when the audience turned on you so lets not talk about hysterical women,0
Hate, this meadowlands mama is just a pity party you gonna stop using a taxi coz some skank called you fat,1
Hate, yes so obtuse every other country in the fucking world has one herp derp we help fund border walls for other countries then deal with race shaming bullshit from dick lickers like you when we want to protect ourselve,1
Hate,and if anyone can recognize an hysterical woman its she just has to look in the mirror,1
Hate, you are pretty hysterical yourself,1
Hate, you are the most hysterical woman not there,1
Non-Hate, these women have alleged rape when did they make these claims and have they filed suit ,0
Non-Hate,what did was the yt equivalent of a woman making false rape claims he fucked over any real doxxing victims in the future,0
Hate, who the fuck are you talking to pussy i stated my point til your bitch ass team beats outlaws in the battle of texas i dont give a fuck about anything else eat a dick and shut the fuck up,1
Non-Hate,ann coulter calls cory booker a hysterical woman,0
Non-Hate,corey booker has demonstrated to the world what a grandstanding dramma mamma he is he lied about documents that were available to him and the contents his spartacus moment was more like a hysterical woman with pms lol what a douche liar,0
Non-Hate,social media ambassadors woar women organized against rape ,0
Hate, and you are competing for the ugliest nastiest skank in america,1
Hate, will do anything to be a member of your guild you can use her up she loves to choke on cocks and her pussy stays wet all day your mission is to prove that you are a sword slinger ,1
Hate, hey stupid her name is melania and old ugly skank ass like you isnt good enough to shine her shoes,1
Hate, ahh i see your finally embracing your inner blond skank good for you mitche ,1
Hate,mfs never listen to why you feel how you feel but quick to blame you for it bitch you dont even know wtf was wrong jus stfu dumb ass hoe,1
Hate, worst thing is if they are that stupid to think he all by himself can roll back roe v wade then they really need to educate themselves on how scotus works they are probably being paid like the other hysterical women,1
Non-Hate,who was the more hysterical woman at the kavanaugh hearings today scotus,0
Hate,ok like stfu hoe,1
Hate,niggas want you to ride the dick choke and die for seconds on the dick juggle on it gargle their balls like mouthwash and control you vaginal walls like youre squeezing a stress ball all for them to give you no type of orgasm goodnight,1
Non-Hate,urgh tmj pain at full pelt this morning all of the pain very little sleep im off to a separated parents information programme as the court dont seem to buy that i cant communicate with my ex because hes an abuser but that im a hysterical woman who needs teaching,0
Non-Hate, maybe james to you all these women as rape victims dont deserve respect and dignity or justice rape is felony a crime prison,0
Non-Hate, so you missed an in depth hysterical candy corngate episode tonight ,0
Hate, guess what ann those hysterical women bitchslapped your boy brett kavanaugh today and it was fun to watch kavanaughhearings,1
Non-Hate,mr fucking graham shut the fuck up about fucking abortion goddamn you son of a bitch you fucker you can not take away the rights of women to have the right to their own bodies you son of a bitch,0
Hate, stfu hoe you are a bad bitch,1
Non-Hate, are you planning to blockbrett or are you going to continue to be a gardenvariety pussy when it comes to checking if you only on tweeting kindly stfu,0
Non-Hate,i need the lady next to me on the train to actually stfu it is am and you are trying to have such a deep conversation about work place behavior with the man across from you youre doing so in a loud whisper its too fucking early for this,0
Hate,stfu theres a million people without dads youre rich bitch get over it,1
Hate,youre such a bitch stop being such a frigging skank and give him back,1
Non-Hate, america was founded by immigrants fucking cunt ass bitch,0
Non-Hate, lolso truei think booker is winning the battle of most hysterical women at the kavanaugh hearings,0
Hate, and here they are the most hysterical women at the kavanaghhearing,1
Hate,bitch stfu w the twitter fingers step to me in real life hoe,1
Non-Hate, wow what a fantastic way this cunt has found to denigrate actual survivors of rape sexual assault,0
Non-Hate, lol this is hysterical youre a loser i actually think you have potential but youre just disingenuous its clear you want to be a celebrity not a leader,0
Hate, stop name calling grow a pair of balls or dont say anything stupid if you know the truth how come you havent released a statement of evidence at all instead of being a arrogant pest remember you believe women cant rape men also meaning you think they cant rape women either,1
Non-Hate, i think cory booker wins the competition for most hysterical woman,0
Non-Hate, true that morganif obama and hillary would just stfu and go away youll never hear me talk about them again id prefer to erase those years from my memory anyway,0
Non-Hate, do you the hysterical moron even know what the th amendment is you should shut the fuck up before i cut you up,0
Non-Hate,im going to larp as someone from a tv show because otherwise i might not get to engage in recreational infanticide said the well adjusted and not at all hysterical woman,0
Hate, yea that fucking ass hole mother fucking bitch grrrrr,1
Hate, have you kept that cooling in your human icebox just for this occasionhysterical womanroflmfao,1
Non-Hate, says the hysterical woman who launched an insane crybaby media tirade that lasted for weeks after she was politely asked to switch seats on an airplane,0
Hate, crawl back in your hole you hideous witches i am sure you either of you former whores would be thrilled if a man would simply touch your skank ass,1
Hate, shut the fuck up dumb bitch if you dont like it dont fucking reply you childish slut,1
Hate, susan has lost all credibility and needs to stfu as you said,1
Non-Hate,i added a video to a playlist skank tanto i want you ao vivo,0
Hate, ok sure you skank ass troll bot go take a bath with a toasterno one will miss you when you are gone,1
Non-Hate,i was also clenching my jaw and further grinding the fuck out of my poor teeth while saying pleasant things like die you fucking bitch you fucking cunt monster as i smashed some of my rage out on spidey,0
Non-Hate, we shouldnt worry our pretty little heads over things like perjuryask your wife if women should accept todays corrupt gops plan to return us to s where the hysterical women stayed barefoot pregnantyouve shown us who you are i believe you,0
Non-Hate,and if youre a man or a woman frankly who thinks sexual harassment isnt that big of a deal youre perpetuating rape culture,0
Non-Hate, oh no doubt i stay in the kitchen music slappin and a lil bit of greenery and im cool lol few businesses damn thats whats up yeah lately theres a lot of spots like that poppin up around my way which is good so what would you name it visualize the name to manifest it,0
Non-Hate, i need you all to stay in the kitchen no preclosing whatsoever,0
Non-Hate,the only people who can stop sexual assault rape is the men women who think they have the right do what they want others metoo,0
Hate,bitch you aint the only one who hate me join the club stand in the corner and stfu,1
Hate, stfu you pussy clearly the white guy was the fucking aggressor and laid hands on him first typical response from your kind,1
Hate, suck these big balls instead you pussy i would fight you anywhere anyway if you have the balls to step in come to singapore we can sparr there kid,1
Hate, youre a freakass skankbag who has been a hasbeen for years wtf are you anyway nobody so stfu and go suck it skank,1
Non-Hate,i was referring to women calling other women hoes and bitches or choose to be as sexually active as they wanna be but for him to constantly callin women fucking hoe that wrong and bold,0
Non-Hate,metoo if all the women who have been wrote me too as a status we might give people a sense of the magnitude of the problem,0
Non-Hate,really getting tired of everyone telling me i look like a bitch like stop the fucking prejudice you fucking cunt,0
Non-Hate, whoever sent this rude ass message to you is a fucking cunt you cant just get over your grief especially with your mother i mean for fucks sake you spent nine months inside that woman mourning can last for a lifetime especially with y,0
Non-Hate, the irony islam literally treats women like sex slaves hubsands are allowed to rape their wives everyday if they want to,0
Non-Hate,patton oswalt hollywood comedian women enjoy rape tcot tlot maga ,0
Hate, stfu you two foot pussy bitch,1
Hate,my reaction when literally all the girls in my class telling me that im so tall bitch u better stfu i dont need ur validation hoe,1
Hate,you girls were working it today its too bad you both come across as hysterical women,1
Hate,nicki album bomb af i swear yall niggas really just dont like women sound like hatin bitch go put on a skirt and stfu,1
Hate, shaddup you skank ass immigrant ho who did you steal that statement from michelle again wtf would you know about our country you havent been here long enough to start that bull shit ,1
Hate,everyone calls u btch and u dont like it bitch like whaaat who wouldnt be called bitch u wore like a whore waiting for someone to dig their dick so stfu barbie yo nigga disagree,1
Hate, so fucking sexy my queen i can i be that special king to spoil you for a weekend are life time suck that pretty pussy and fuck u good plus suck on them sexy feet fuck with me beautiful,1
Hate,im sitting in the library in a free period and this fucking bitch ass hoe put her backpack down before i could sit down wth,1
Hate,youre a whole entire bitch and some your mother and father probably brother and sister stupid fucking cunt,1
Hate,were cumming for you skank ,1
Non-Hate,screaming for decades when was last time roe v wade was actually threatenedasking honestly please shut the fuck up,0
Hate,the future is femaleaverage yr old man um women should stay in the kitchen ha clean my house hahahahame,1
Hate, she fucking called me a cracker bitch and youre going to attack me nice fucking cunt,1
Hate, dont worry ann no one will ever accuse you of being a hysterical woman or any kind of woman,1
Non-Hate, lets see rape woman then kick the dog this fat pig needs to be neutered hung in the public squ ,0
Non-Hate,omg and pussy boys voicemail wishing me a happy birthday was the absolute best i appreciate you so much thank you pussy boy ,0
Non-Hate,look hes scared of a woman as he hides in an embassy from child rape charges suck your own d gay richard bra ,0
Hate,look lady who needs a therapisti know you love when men choke and slap the shit out of you till you cum but not all of us like that go put some aloe on that banged up ass of yours and stay off my tl darlin,1
Hate, you fucking bitch you dont know a fuck about acting youre just a fucking whore whos used to getting fucked by random dudes you dont even know,1
Hate, get in here you pussy,1
Non-Hate,like i care what a charming tim thinks of me most of them cannot lose their residual masculinity borrowed brilliant expression im a skank and a piece of shit for knowing men cant become women its got toxic so quickly by the trans brigade thats male power for you,0
Non-Hate,no god didnt make women for that you fucking cunt if we love each other were sure as hell gonna fuck whenever we want wherever we want stop embarrassing yourself with this shit,0
Hate, way to have some balls and talk shit like this after mccain no longer around you know he would have told you to stfu pussy,1
Non-Hate,you pussy boy,0
Non-Hate,lets see you brag about grabbing women by the pussy you demean and belittle people including your own staff daily so yeah what we are seeing what we are hearing is true o stfu oh and mueller is coming,0
Non-Hate,an unfortunate reminder that men will kindly shut the fuck up about telling women what feminism is or should be not your call to make women will decide maybe well disagree but women and only women decide whats feminism no one asked for your approval,0
Hate,bitch money talk stfu hoe and go make me some more bread ,1
Hate,i was when birth control became legal by the scotus so i found an osteopath that prescribed it to me at sen hatch sass yelling in the senate to get those hysterical women out of the chamber was clear the gop still wants control of womens bodies votenoonkavanaugh,1
Hate, got a job you fat daddy fucking cunt thats how im paying rent dumb ass hoe,1
Non-Hate, hilly puts above anything i support woman am anti rape but wont return harvs donations always about money with clintons,0
Non-Hate,i hate those memes which go dear girls stop doing if you think boys like it because we dont like you fucking cunt you think i even spend a second of my day thinking about you or your dumbass preferences yall are dumb lmaoooooo women dont give a fuck about you,0
Hate, you bitch you fucking whore a fucking whore like you gets a chance to act in movies what about the thousands of struggles we have you motherfucking bitch you bitch who doesnt know who her parents are now acting clean you,1
Non-Hate, the reason harveyweinstein had to grope and rape women is because who in their ri ,0
Hate, some pussy replied to my tweet but muted me first you pussy hahaha,1
Non-Hate,copper sandwich maker sweeps sponsored by money nuts and kitchen authority enter today,0
Hate,i just had the rudest fucking bitch cunt on the phone to me at work and i want to push her off a cliff n jump on her ribs ent phased,1
Hate,ann coulter is right bookerharris r behaving like a couple hysterical women each trying to outdo the other,1
Non-Hate, i do believe he is more of a hysterical woman than kamela harris,0
Hate,bunch of hysterical women protesting again kavanaughhearings,1
Hate, no you are the most hysterical woman alive go find an island and stay there,1
Hate, this is the real hysterical woman,1
Hate, samantha why dont you just shut the fuck up and mind your own damn business this whole situation has nothing to do with you so why you out here running your fat mouth if she wanted to sell her pussy she wou,1
Hate, me hyou bitch stfu ilym stupid dumb hoe ,1
Hate, they are not representing all women theyre representing hysterical women that want to whine and cry about our president and the booming economy the majority of us women do not agree with those few check out my article,1
Hate,stupid fucking cunt what you dont like me so youre gonna speed through a stopped bus to what try run me my year old down wanna act like a tough ass come do it to my face dont put my kids safety at risk cause youre a stupid bitch,1
Hate, why dont u stfu you are a hysterical idiot you are exactly whats wrong with this country go back in your elite hole,1
Non-Hate, lol we already have a theme song then we stay in the kitchen when the kitchen gets hot,0
Hate, macchiato would love cooking in home ec class she could stay in the kitchen and sample what she made win contest,1
Hate, the episode in which ann coulter mocks most hysterical woman as literally the most hysterical woman,1
Non-Hate,the same men who denigrate trumps accusers defend oreilly or deny date rape exists now castigate women for not coming forward sooner,0
Hate, oh look another hysterical women,1
Hate,i never been with a girl as big as you pussy be beating hard on this dick bet cool hopefully you can find a girl my size that would want to go down on ya,1
Non-Hate, cos u know women who are rape survivors historically have always had fair justice served smh,0
Hate, the filthy skank lost time for you losers to grow up no one likes whiny little bitchs,1
Non-Hate, sally field was the love of his life and burt went to his grave regretting he lost her when you get older numbers dont count except to a skank like kirk douglas,0
Hate,hey you fucking cunt ass bitch do the world a favor and fucking kill yourself at least youll be great to something and not fuck that upat least we hope you wont,1
Non-Hate, yeah asking for the truth could be characterized as most hysterical woman by someone who has no idea what a woman actually is,0
Non-Hate,just remember in some countries a village will burn a woman alive stone her and rape her corpse if she refutes an arranged marriage,0
Non-Hate, you fucked puerto rico the people and you know it my own family members bore witness lived thru it at bare minimum stfu instead of attacking with lies bullshit you your paper towel throwing bullshit you fucking liar piece o,0
Hate, youre a joke kammy you couldnt hold justice kavanaughs briefs trying to fund raise from the brain dead sheep regarding a confirmation you cant stop race baiting marxist skank that you are,1
Hate,most hysterical woman kavanaughconfirmationhearings brettkavanaugh corybooker kamalaharris,1
Non-Hate, if by hysterical you mean logical wellread unapologetic and passionate then you for once are correct,0
Non-Hate,in modern life sleep is becoming an increasing issue so to support you and your healthy nights rest we have some toptips to aid a restful night thursdaythoughts,0
Hate, and you should know about being a hysterical woman,1
Non-Hate,thank you for the hysterical heartfelt wonder that is mystictimebird westworldaudition periphs ,0
Hate, not to mention that book claire didnt stay in the kitchen either so the women clearly doesnt know what shes talking about however yes so much more to women than doing the cooking cleaning etc,1
Non-Hate,this is principal max caulfield let me be emphatic i have an enormous skank inserted into my butt thank you,0
Non-Hate, look i thought the same thing at first but cmon we have to give the woman the benefit of the doubt that may not be the white power symbol at all it may be the secret signal for the im a feckless fucking cunt club maybe she wants to j,0
Hate,seeing ur close girlfriends in public hey u stupid fucking slut bitch i hate u seeing girls u dont really like hey girl omgggg how u beeeennn its been foreverrrrrr,1
Non-Hate,imagine chaeyoung cutting some cooked meat for you then you eat one but u choke on it and u die then she leaves your cold dead body on the ground bc shes bored,0
Hate, shut up i heard you were a skank and totally let david m go all the way,1
Non-Hate, go fuck another kid you pussy,0
Hate, hysterical women and she men by the looks of it,1
Non-Hate,mekpop twitter shut the fuck up you old raggedy piece of shit fucking bitch ass smelly ass stinky ass hoe ass ugly you dont even know what insert group name has done for its fans and the world and youve done nothing but eat shit your whole life suck a dick and die hoe,0
Non-Hate,like dudes think that women just want their dick no you pussy bitch i wouldnt touch you with a foot pole you shrimp dick toad fuck off you pesant go fuck yourself matter of fact i hope you lose your dick so you can never use it again you fucking cunt,0
Non-Hate, we already have control of our borders you hysterical loons,0
Hate,nah yall stay in the kitchen and make bariis and baasto,1
Hate, your followers might not know it but god knows or whoever is in charge what kind of lying monster you are dont think because you have that skank paula white by your side that you wont go down in flames,1
Non-Hate, miss you pussy,0
Non-Hate,the one where i was the only woman on a thread where men were mansplaining jackie foxs rape to me the women post ,0
Hate, most hysterical woman touche anncouldnt agree more candidacy is already here,1
Non-Hate, but then its a between receiving a dick pic or a lol u ugly any bitch fuck u slut message,0
Non-Hate,i miss my stupid pretty stank dumb whore skank trick bitch ass friends,0
Hate,shut the fuck up you fat ass pussy nobody likes your oompa loompa looking bitch ass self,1
Non-Hate,when we renewed our vows this the thanks i getim waitin for the day i can hear you say im sorry what a skank ive been,0
Hate, check out tweet hysterical womanscumbag swamp creaturezippy,1
Non-Hate,i was raped by a year old woman when i was years old metoo in my state in america thats statutory rape rather i wanted sex or not,0
Hate, you already hold the title of a hysterical racist whining beetch stfu,1
Non-Hate,yep by stoning women to death when they report rape no reporting no more scandals ,0
Non-Hate, fuck you why dont you stand up and defend america you worthless pos obviously youve never served in the military cause you are a pussy but more pointedly if you had you understand that service members fight for the rights of all americans,0
Non-Hate, aint this the bitch that tried to rape you,0
Hate, if you dont like the song bitch keep it moving hoe you cant sing you cant do shit but suck dick bitch stfu you dumb white trash ass bitch,1
Non-Hate,screw up your face and skank music,0
Non-Hate, shut the fuck up snowflake i think communism and natzis pose a hell of a lot more of a threat to democracy fuck your so called republic dictatorship google is doing america a great service if they are in fact censoring the alt right c,0
Non-Hate, ya allahthis filthy skank needs a cage match to bring her to righteousnesswhat i mean is she needs put into an isis cage sprayed with petroland then a lighted match is thrown in hanow thats how you cure sinful behavior in a w,0
Hate, yea i dont think so asshole i think your a pussy who has gone corrupt if you werent before treasonous if you werent already you were never john mccains friend you were never a friend to america yo,1
Non-Hate,yall gotta learn to start seeing women as human yall act like were aliens now yes i have a cunt and tits and what about it sweety are they too sexual for you are they not sexual enough well either way its non of your fucking business go choke with your inch cock,0
Non-Hate,sex is cool and all but have u ever came back from school finding out your parents arent home so u just scream out fucking bitch im fucking home alone cunt yuhhhhhhhh out cuz same,0
Non-Hate, okay your not an hysterical woman you are just a complete whacko traitor ,0
Non-Hate,congrats when you sell out venues in california you have to buss a skank like this it was only a matter of time bless up theindiggnation the bands vibration is,0
Non-Hate,you gotta be a fucking bitch to play with a girls heart just for some pussy,0
Non-Hate,youngboy up to sumn on you pussy boys,0
Non-Hate, grant you the first point but it was a joke more than an insultabout the second point though calling an hysterical person hysterical doesnt set anyone back there are hysterical women and men bitches and douchebags assholes of all kinds and genders,0
Non-Hate, exactly but i am just a hysterical women that sasse hates,0
Non-Hate, and you deleted your tweet you pussy shut up and take your pills old man,0
Hate, whatever makes them happy really bitch you are not good friend you are mother fucking cunt ,1
Non-Hate, if guy can rape women then its clearly a problem with women speak up no one can help ,0
Non-Hate, nothing new or alleged in this indias army as its society do rape women with impunity even on p ,0
Non-Hate, he should talk rape victims women who were sexually abused how no one is above the la ,0
Hate, you know about hysterical women,1
Non-Hate, fuck you pussy,0
Non-Hate,im so sick and tired of folks like you using your platform to bully those with differing opinions just because their opinions differ doesnt make them hysterical women and calling a woman is disrespectful hes a proud black man put respect on that,0
Non-Hate,the thing is if a woman speaks out about rape on nigerian twitterthe backlash would be shocking its not good for the mind hence silence,0
Hate,you dont like nigerian men we get it go and marry your american or british men any small thing nigerian men this nigerian men thatyoure not being a feminist youre being a manhatingcretin and it all stems from blowbacks from your greed and bad taste in men stfu,1
Hate,where the fuck is your face scary hoe dont be saying nothing about peoples looks when you to pussy to post yours you bitches can not fucking compete sit the fuck down and shut the fuck up all of you bitches wanna talk about looks but wheres your pics stay in your lane,1
Non-Hate, if book claire wanted to stay in the kitchen cooking for her man she wouldve stayed in inverness while frank did his research and the outlander series wouldve ended up being less than two chapters long perhaps thats what you want but i prefer the story that we did get,0
Non-Hate, if you say so ya fucking cunt puffinnow fuck off and go take youre face for a shite,0
Non-Hate, lmfao boi stfu you definitely it getting any pussy with that mentality i know,0
Non-Hate, this gifset was very partly in response to that beastly woman who tweeted that claire should stay in the kitchen,0
Non-Hate,i jos wanna say fuck u cube,0
Hate,you ready baby im going to fuck you and your sister like till both of you pussy is filled and leaking with my cum,1
Non-Hate, elizabethii i used libo weapons to takeover my royal family treasures mahabharat why trump and chaiwala ,0
Hate, ben sasse is correct since all ive ever heard every two years for elections are hysterical women all a leftist act about backalley abortions this shit is getting old i didnt hear one other protest issue being yelled about in the hearings thats pitiful,1
Hate, you ugly lil bitch shut the fuck up if you dont understand the stock market hoe,1
Hate, were out in huge numbers and i can say thank you to this skank and who she represents i wasnt involved until i saw this illiterate hooker and her pimp try to influence others no ones walking away republican barbie but those anal warts wont ,1
Hate, hi is there a way to get the ladies to stop shouting out during the hearing its having the opposite of the desired effect i love the silent handmaids but screaming hysterical women is just insulting to the cause maybe they can hold up signs instead,1
Hate, that would be you dear ann the most hysterical woman dessicated harpy,1
Hate, said the flack parroting talking pointsyou wouldnt know courage of convictions or risking your career if you tripped over them and landed right on top of thembtw hysterical woman is a wonderful sexist insult couldnt resist huh,1
Non-Hate,can you choke me with your left hand and slap my head with that book and step fucking me on the face with those heels okay thank you,0
Hate,if it aint her flag the pos is in the wrong country drag her skank ass out,1
Hate,seriously fuck you if you argue with anyone who is simply expressing how you made them feel just stfu and listen,1
Non-Hate, christians criticize muslim men as savages raping a woman showing her ankles christian men rape wom ,0
Non-Hate, i guess that it what happens when you are the most hysterical woman in congress,0
Non-Hate, if youre not going to bother to actually do anything just shut up and dont bother signed an hysterical woman,0
Non-Hate,dont forget to listenandbelieve im sure all those lynchings were justified women never lie about rape its com ,0
Hate, already won most hysterical woman with her day twitter freakout over leg room on a plane,1
Hate, how about you stfu with your pro abortion and your racist bs ive never seen a pathetic group of people like you democrats so worried about a womans so called right to kill new born infants you people disgust me lookinthemirror,1
Non-Hate,the best lessoni learn was to stfu and listen to people doing better than me some of you are so triggered by solid advice you think its a personal attack maybe just maybe the person knows what they are takin about they are obviously doing something right,0
Non-Hate, hysterical woman,0
Non-Hate, go rape a dog you fucking cunt,0
Hate, booker wins the award for putting the b in the hysterical woman category,1
Non-Hate, ceta took years ours could take even longer what happens in the meantime will you creatures stfu while we remain in the single market whilst this is done and will you stfu when it falls apart and we remain in the sm,0
Non-Hate, can we please have a lot of news on the open defecation poverty misery suppressed women religious intolerance of minorities rape culture you get the picture that is what we want to hear from trustful media not fake news ab,0
Non-Hate, and i think wins as most hysterical woman kamala is runner up but the drama queen going way gay w that i am spartacus hysteria,0
Non-Hate, you mean its meaningless to cult mindless drones you people ignore facts like trump you dont have brains facts go against your core values you kiss the ass,0
Non-Hate, yeah how awful for them that women arent property to be abused anymore and those terrible laws about child rape,0
Hate,oh you know a rotting skank bitch,1
Non-Hate,shut the fuck upyou idiots wonder why people call you entitled misogynistic assholesyoure literally pinning all the blame of a female character not having huge titties on one woman do you read what you post this is a game made by hundreds and you choose one woman to blame,0
