class,text,hate
Hate,    thought bitch well worst cunt ever,1
Hate,ignor cunt bitch  bout peopl hate cus shes lightskinno hate cus man,1
Hate, hey bitch stop sell  run cunt run ,1
Hate, come tell bitch get fuck sea pleas cunt punch ,1
Hate,u fuck cunt bitch ,1
Hate,fuck fuck shit piss motherfuck bitch tit cunt fuck slut,1
Hate,bitch better stop wear bonnet public put fuck hat your lazi cunt like that,1
Hate,god fuck shit cunt dammit bitch pretenti cock sucker drop ice cream,1
Hate,town go chang right old cunt bitch right theyr go see benefit,1
Hate, dumb cunt trick   year old virgin give money fuck bitch kys honest ,1
Hate,fuuucckk ass bitch cunt fart cant believ,1
Hate, ur bitch motherfuck nasa sick call attent seek cunt disord,1
Hate,unpreced right bitch alley like cunt hasnt gone behind leader #pmlive,1
Hate, look facesorri women look cunt see bitch face ever woman get punch js,1
Hate, mein kunt bitch talk respect soldier that bs racist ass ,1
Hate,bitch take pic bey high doubt forev shut whore mouth,1
Hate,bitch love argu instagram k michell whore let stop,1
Hate, yall aint shit  first  idk u think u new bitch lmao u still old whore one like,1
Hate,nextwork whore hous code bitch futur augment realiti sex app ,1
Hate,love first bitch know that lie whore mouth floppi wiener,1
Hate, sup bitch yo fuxk care ful find ur touch man ima find scare whore fuxk scare,1
Hate, bitch ass whore ass motherfuck,1
Hate,ahh that get whore  bitch wanna talk ,1
Hate,bitch peopl petsmart look like im crack whore ,1
Hate, whore  stank ass whore  dick suck ass whore  wit  bitch ,1
Hate,want bitch whore pig come kik mishalcoor #bitch #whore #ass #pussi #wine #beer # # ,1
Hate,  shut fuck bitch dont talk greek like whore go chaturb dickhead,1
Hate,fun fuck whore asshol red lip stick smiley face lolol bad bitch,1
Hate,  bitch mother swallow like whore,1
Hate,dont fuck facetun fat bitch whore phone,1
Hate,fuckin even cup like fuckin negat cup whore flat chest bitch,1
Hate,bitch whore make us look stupid bitc  well u look stupid rn lmaodjdh ,1
Hate,bitch annoy still let fuck u whore dont fw quit flexin,1
Hate,ugh love briana even thou bitch drive crazi ill alway love whore ,1
Hate,fuck take stupid bitch filthi whore nobodi love fuck idgaf ur pregnant ill kill u go ahead call cop nobodi wi,1
Hate,peopl hear name crazi thot nasti bitch whore shit,1
Hate,sorri bitch ill whore damn day shit gtfoh ,1
Hate,   eras  promin women million femal support bitch one man ,1
Hate,mayb women general get along realli well dont deal weird ass bitch ,1
Hate,women goto war nigga  leav ass dead ass hang ill never go towar anoth bitch,1
Hate,men say women crazi messag  time  call bitch  cri friend zone,1
Hate,reign bitch hot fuck attack beauti women ,1
Hate, dont trust lie bitch let see nude women lineup come forward shell ,1
Hate,need detach  destress work right way privileg white women full bitch mode ,1
Hate,prey women bitch tendenc ,1
Hate,darlington rape verdict attack hatr women describ england bitch countri ,1
Hate,ur ugli  women interact kriss u deserv ur gi tract ram hot iron stake u smug bitch,1
Hate,dumb bitch realli sat black woman bomb page said black women copi kyli braid ,1
Hate,yall expect women settl trash treatment call rider bitch lone insecur rider,1
Hate,dont want kid everi women want kid first bitch w presid economi,1
Hate,ive seen mani peopl facebook get mad men post #metoo women bitch anyon sexual assault,1
Hate,  bitch that women provid man put head toward god doubt love ,1
Hate,doesnt matter go long bitch ass nigga snake ass black women surround matter,1
Hate, women fuck bitch,1
Hate,think  year old crack whore cunt would capabl #potus  ,1
Hate,cunt whore licker armi  famili get femal gang bang  whore ,1
Hate, diarrhea smell better u spook nigger coon cunt pig whore fuck ur faggoti ass hat bitch dyke twat retard,1
Hate,miss u also fuck u cunt whore bitch,1
Hate,also pretti sure dont right psychot cunt ex your trifl ass whore cheat st place,1
Hate,noth money grub russian cunt whore,1
Hate, doesnt appli hate leo cunt twat whore kin ,1
Hate, stupid cunt bitch women arent stupid women think like whore,1
Hate,men catcal street wish could person shove back mom whore cunt ,1
Hate, shypakiwif brutal whore degrad use fuck cunt shes good alway ,1
Hate,whore cunt enjoy ,1
Hate,  still makn dak homewreakn whore jami cheatn cunt sad sad ppl unlik ,1
Hate,your deffo gone call someon dumb whore cunt day ,1
Hate,god dead jesus cunt virgin mari whore,1
Hate, dumb cunt daughter social media addict whore,1
Hate, bitch text tf aint text back yesterday  whore,1
Hate,ewk man bitch mad whore,1
Hate,dont time whore bitch cant tell spend time money  that pay well,1
Hate, yeah bitch that deserv cum,1
Hate,shes bitch shes also whore shes alway touch friend boob gross,1
Hate,luv classi bitch still might fuck bad whore,1
Hate,biiiitch lil biddi whore doofus bitch im eat ass,1
Hate, welp bitch im fuck see dumb whore,1
Hate,lifetim ive call women whore bitch dirti boy hoe open pussi store pimp c,1
Hate,kid much bitch even shit hes gotta get stupid ass whore shit,1
Hate, ctfu tell bitch dont snitch got caught whore,1
Hate,bitch done babi shower mcdonald  loud forgiv lil whore u made ,1
Hate,lmao bitch drop im text  nigga  your special whore ,1
Hate,  keep call bitch whore dude real grown,1
Hate,heard that ur bitch lil whore bopper ,1
Hate,sometim wish werent cousin cs ur bitch butttt love u whore your young immatur ,1
Hate, fuck u fuck whore lil bitch dont even like u tbh,1
Hate,whore woke sleep  ima mad bitch morn wake work,1
Hate, sinc u r pathet self claim pseudo analyst dont bark r bit clear subject bitch cum whore,1
Hate,anyway big boob bitch also lowkey whore nobodi knew except mutual friend also told done,1
Hate,women whore hollywood lesbian young old ugli marri got five men  reason ,1
Hate,shag fuck whore kid mistak en mis stake self obvious burnt innoc women thank whore,1
Hate,  stop embarrass media women u r media whore     ,1
Hate,#metoo  women admit moral sex whore# ,1
Hate, crack whore look mirror complet trash make women great ,1
Hate,#metoo women alway blame men everyth  dress like whore,1
Hate, women aggress promiscu whore women must tri harder make men feel uncomf ,1
Hate,put women pedest gen kelli women abus dont fall neat madonnawhor categori peopl ffs,1
Hate,  reason women hollywood treat like whore look like whore ,1
Hate, whore go marri lie never marri women show bodi public ,1
Hate, women whore,1
Hate,amaz women whore tendenc think solv god cypher wish bitch bet feet like homeless toe,1
Hate,   mani women arent innoc megyn attent whore lie keep relev,1
Hate, mama whore smh blatant disrespect women color hold polit seat appal,1
Hate,#metoo white women alli black woman call whore ,1
Hate,white women alli black woman call whore  via  go societi,1
Hate, evil kunt,1
Hate,  lol selfish terrorist kunt boil aliv mayb lynch neonazi would serv right,1
Hate, believ god lolheaven help u ever get passport kunt,1
Hate,  lie kunt,1
Hate, wors proof pictur took one took night useless ungreat kunt,1
Hate,  tina will ignor somnabulist kunt beer,1
Hate,fuck bitch work bk wouldnt take order stupid cunt,1
Hate,cultur that way say suck dick bitch punk cunt,1
Hate, cnn u b asham u rotten dirti bitch  make fun someon disabl u ugli cunti hope someon break ur leg,1
Hate, name bitch ill end cunt,1
Hate, ugh fuck bitch ass cunt cheeto ass look bitch ,1
Hate,next song tri play bitch aint fire away yet give minut recov cunt,1
Hate,much man take fuckin bitch cunt,1
Hate, fuck bitch sarah fuck lie cunt,1
Hate,cunt see tweet dont like comment suck ass exept coupl peep bitch know,1
Hate,cunt walmart went full psycho say fuck space put shit bitch ur take entir conveyor belt,1
Hate,bitch nerv leav fuck box mail room fuck cunt bitch fuck,1
Hate,  shit end long time ago bitch ass cunt ,1
Hate, oomf sgut fuck one fuckin care fuck say stupid bitch ass cunt go suck uglyass boyf dick,1
Hate,laurel cunt bitch abort  idfk realli told dad im fuckin lividdddd,1
Hate,im cunt punt mexican bitch  ,1
Hate, bonni sneaki cunt bitch probabl someth whatev happen laurel babi,1
Hate, call someon stupid lie cunt hat bitch isnt bulli hun im real ya see that ,1
Hate,   bitch pleas bet cunt wont even bother,1
Hate,   filthi whore cunt didnt chang name got marri ,1
Hate,thos racisthomophob whore  get much success sudden  like go away ugli cunt,1
Hate, mexi shitmouth ugli bih go fuck dead dog tranni whore cunt redskin peic shit leav amer amer whore,1
Hate,ive never asham former democrat fuck u hillari stupid ass bitch whore cunt bitch,1
Hate,fuck shit cunt bastard whore wanker,1
Hate,oh btw offend femalesss cunt cunt cunt whore cunt whore slut bitchslut feministshit,1
Hate, fuck whore bag cunt face mamona puta toda ugli ili,1
Hate, pineapplec dogwhoreown stupid cunt that filthi whore deserv that men ,1
Hate,   women harass also men unless prove wise your clueless cunt,1
Hate,women whos sold hous shed agre sell your cunt go hell,1
Hate, meanwhil women need  fat  cunt cant even pull,1
Hate, anoth dri liber cunt will look way hollywood power abus women  ,1
Hate,women use period excus cunt sinc  cant control,1
Hate, women deserv opinion right hand dear cunt ,1
Hate, sound hyster need psychotrop medic calm serious,1
Hate,    see lot hyster feminist social media one take cake,1
Hate,  seem hyster,1
Hate,    stupid dumbass hyster littl girl,1
Hate,   pink pussi cave virtual over hyster fake signal nananana snoowflak,1
Hate, im sick bullshit fuck hyster media hyster feminist pussi fake conserv come asteroid come,1
Hate,say man suggest actress report histor rape gain work  your fulli paid cunt  ,1
Hate, god hate dumb cunt shitti music femin meanwhil countri rape capit europ,1
Hate,lifer wouldnt rape sour face cunt ,1
Hate, cunt bag blame #rape victim way dress andor act ,1
Hate,im pretti sure rape over sexual dont shut fuck stop ignor littl cunt ,1
Hate,  good english dumb cunt slober nob u jew play would fuck rape cunt,1
Hate,fake rape bitch still cri lol upset didnt get attent want got address btw littl ra ,1
Hate,kid   ugli  bitch look like rape sloth  ,1
Hate,  trigger ok snowflak bitch typic redneck inbr rape sup ,1
Hate, dumbest bitch ive seen ill rape ill tell man afterword would u feel,1
Hate, hillari harvey weinstein clinton one rape vulner woman old bitch plan rape america,1
Hate,u gonna talk men r trash rape cultur u laugh abt girl u hate high school get rape bitch fuck u,1
Hate, bitch left wont smile let hawaii rape island,1
Hate,never understood anybodi wait say got rape smh rape bitch im snitch soon leav fuck boy,1
Hate,  idc im last first im tire see complain bitch whole rape ,1
Hate,nut insid bitch rape ,1
Hate,bitch ass fucker rape women,1
Hate,bitch crazi say cool rape ,1
Hate, sad caus tell truth rape  still investig bitch crazi lol,1
Hate, rape pregnant bitch call threesom,1
Hate,displeas w bitch said rape  ,1
Hate,one fuck assum rape gonna happen stupid lil bitch ,1
Hate,make aint white bitch let rape wont get black man,1
Hate,rape pregnant bitch tell friend threesom smartest lyric ive heard,1
Hate,     bitch rape case last year tri,1
Hate,yall femal complain rape sexual harrass bitch men get sexual harrass ,1
Hate, white bitch wanna rape fill cum let full load ground b ,1
Hate,gave name bitch mother told rape,1
Hate, rd fuckin bird dumb bitch anytim got drunk sex rape im sick feminazi,1
Hate,doubl standard femal world outta controlnext older bitch fuck im scream rape idc ,1
Hate, wanna pull bitch panti rape ass shes shout tri run away final ,1
Hate,seem like type rape kink  ummmm well ok bitch ,1
Hate,cant fuck believ yall call rape bitch wtf,1
Hate,know avenu like seven agnost hot fuckin rape lauren ass bitch right der,1
Hate, go like comment saw profil pic bitch attack rape victim ,1
Hate,want stupid bitch head ive never even like lmao basic want rape,1
Hate, bitch block check pin tweet accus men rape tumblr ,1
Hate,rememb bitch fox news say rape cultur attack young men pussi ,1
Hate,superman real rn would make bitch ass spin around earth threaten rape loi lane lol would go far cod lol,1
Hate,tryin send bitch back maker got daughter older  ima rape take right front dmx,1
Hate,rape charg isnt way get reveng fuckin dumb bitch  gonna get ya self lock  ya boy got plug,1
Hate,bitch dead flip tweet rape attent done realli seen,1
Hate,naw depend rape fam that dub random bitch whole dicchead stand em right wrong ,1
Hate,lemm ride prison rape bitch im mom hoe,1
Hate, right goe oh sex frank poor babi ahahah bitch aint rape dont know,1
Hate, tf wendi rap twitter get yo ass back kitchen rape lil bitch profil pic,1
Hate,   bitch shut cho emo ass rape,1
Hate, rin big abus whore bitch shinji allow commit incestu rape decad ,1
Hate,bitch girl go think bargain way rape instead fight ,1
Hate,want bitch gone rape feen dick,1
Hate, bitch rape trump deni,1
Hate, come rape whore forc sharia throat constitu,1
Hate,  jennif lawrenc perfect exampl fake ass whore call rape,1
Hate,   think whore blow guy get part movi rape ,1
Hate, mean still moral put let rape give herp call fame whore everyon,1
Hate,kys tryna step oculr dumb blud rape sister anali destroy slutti whore mum,1
Hate,crime bill lose licens rape  sex clinton whore hous bribe moscow kickback wouldnt matter want trump,1
Hate, dont think fat whore could even get sex rape,1
Hate,#pmln act like whore incit peopl rape order use victim card earn relev ,1
Hate,isnt rape anyth like crude pass rape cultur whore cultur ,1
Hate, angri democrat women swarm hollywood protest rampant rape misogyni sexism oh wait ne ,1
Hate, well men get distract women sexi cloth theyr forc catcal grope rape mayb tri,1
Hate, hate women drink kool aid sexual assault rape power control tha ,1
Hate,  beauti women handsom men less like admonish women advanc howev empow anti rape ,1
Hate,thatfatesbitch earli  echo suck fate better thatfatesbitch end   women rape kink cant say bad,1
Hate,make muslim man right rape non muslim women children normal remov outrag ,1
Hate, women lie time rape shock hollywood women get old unwant rape ,1
Hate,rape women consid object cant rape object islam complet anti rape ,1
Hate, thank admit evid women fals accus rape,1
Hate, hillari stuck anger loos alway evil dont forget treat women bill rape,1
Hate, cent yawl think woman lie nelli still apart problem yes sometim peopl lie rape,1
Hate,fuck woman make fals accus rape piec poop ,1
Hate, white woman mean victim epitom wicked  rape black peopl hand mo ,1
Hate,  yeah like look woman doesnt want that rape right,1
Hate, rape inhuman  offens thing  woman know dress e ,1
Hate,black got  leg make woman scream  spider gang rape ,1
Hate,ps flip side everi woman cri rape way petti reveng your problem,1
Hate, caveat must muslim woman avoid abus otherwis permit target rape,1
Hate,   husband hard rape woman affair consensu fuck rape stupid stupid girl ,1
Hate, go one leav hous even look woman claim rape ,1
Hate, french men cant whistl pretti woman migrant groom harass even rape w ,1
Hate,fuck mrs may cunt enough weasel face find hole die pleas,1
Hate,think sprout hole ground quit disrespect cunt toward grandpa ,1
Hate,isnt fkn dyno one ur best pal turn oot b wee snake like u go slither back  ur hole ya sli cunt x,1
Hate, cunt tag mom hous  reason # im leav shit hole good ,1
Hate,everi convo ever w #mra men pig wtf men r pig u fug femenazi cunt ima cut ur head n fuck ur neck hole  sayin,1
Hate,bent cunt turn flyerlast time shit hole,1
Hate,long live masculin male ball wont make women eunuch us,1
Hate, shut fuck dumb whore,1
Hate,share pic men women domin relationship ,1
Hate, fuck rapist rape,1
Hate, blame trump jane take knee harvey help rape girl silenc male entitl trump,1
Hate, actual advoc make claim rape person gain that pretti vile ,1
Hate,  remind annoy bitch cunt school first touch give back accus assault,1
Hate,everi  rape case woman tri none women deserv award give,1
Hate,nelli bewar woman tri accus rape  ladi ladi one other tri,1
Hate,women want u automat believ women scream rape dont understand posit,1
Hate, noth polit goe women keep say there rape cultur there actual rape accus cultur,1
Hate,glad see  still push idea girl wasnt rape victim alway encourag ,1
Hate, mani women suck dick career bet plenti,1
Hate,stop skin hole see man treat like women u want treat ,1
Hate,pepperspray smth dont protect dont surpris u get rape  like bitch mayb teach men rape women,1
Hate, last time checkedno one rape charg file policesoooothes whoresi women lie,1
Hate,wore yoga pant purpos know us guy gonna stair stop get pissi #womensuck,1
Hate,trump may grab women pussi feminist grab america dick,1
Hate, bitch part starlet promot young wors rape rape young mind goe around come around,1
Hate, dont whore open leg everyon fuck everyon want magic youll prevent get std,1
Hate,caus aint got solid proof im convinc girl tri file rape case celebr money ,1
Hate, bodi femal cant identifi way rape rapist dont care,1
Hate,go fuck stupid ugli cunt ,1
Hate,hos still allow speak eesh presenc ill beat yo ass girl lol dont get fuck ,1
Hate, lie hoe,1
Hate,shut fuck slut,1
Hate,angri woman stand human right  difficult worth love men love pretti slave doll keep mouth shut dick,1
Hate, stfu stupid rape cultur retard,1
Hate,better ever woman presid ,1
Hate,stop tweet footbal your girl opinion doesnt count  #womensuck,1
Hate, yes go bed hoe,1
Hate, fuck stupid bitch,1
Hate,fire back hoe ass bitch big ass forehead  knowwwwww ,1
Hate,hate bitch take everyth serious like damn play along sometim dumb hoe,1
Hate,want bitch hoe shit,1
Hate,ya bitch ass didnt wish happi birthday dont ever hit your trash yes talk hoe ,1
Hate,next bitch cheat get pimp wanna hoe bout shit gon make money,1
Hate,hoe watch suggest keep watch  bitch aint seen none yet ,1
Hate, fa real desper ass hoe  fat bitch real skinni bitch,1
Hate,starbuck cashier ur name johani cuphoehin mey bitch yes im hoe fmu,1
Hate,miser hoe worri abt next bitch  wha got go ,1
Hate, happi mf birthday one favorit hoe turn bitch wish mani mani,1
Hate, bitch hoe,1
Hate,nigga like good morn beauti yall hoe would screenshot say nigga creepi omg bitch fuck morn,1
Hate,curv da hoe nigga tri put soo much dat dont een tell bitch want mo,1
Hate,tf yall hoe mad bc bitch harm way everyday,1
Hate,big game today jet gang bitch hoe,1
Hate,dont care bitch think hoe feel ,1
Hate,sis hate ass hoe ill slap bitch  ,1
Hate, bitch text,1
Hate,hoe trust bitch nina,1
Hate, slap bitch made hoe ass foo gon make look sessi hahaha,1
Hate,hoe bitch nigga ,1
Hate,tf hoe hoein pregnant bitch cant get regular ass job month smdh,1
Hate,hoe tri hide anyth social bitch kno u got thot teeth ,1
Hate,bitch sister realli trip  dumb ass hoe got fuck,1
Hate,bitch dont love fr bro hoe lie,1
Hate,bitch alway want us work aint even grade hoe bitch dont health,1
Hate, bitch dont know mf life ill see hoe,1
Hate,let show prove hoe aint let real bitch ,1
Hate,dont finsta bc im hoe first bitch saw u  tequila shot deep w shirt frat parti friday,1
Hate,bitch scroll shit gave  like lol petti ass hoe,1
Hate, want attent babe stop see hoe  first bitch im legal blind,1
Hate,hoe like im cut differ cloth first your napkin bitch ,1
Hate, say bitch nigga hoe,1
Hate,dont fix yo mouth say whatchu gone told hoe bitch u know ion play,1
Hate,im trill ur hoe cant handl damn bitch suck diiiiickkkk,1
Hate,tweet one day hate broke hoe w rich bitch mouth lil houston tweet shit ,1
Hate,trynna look like bad bitch side hoe homecom,1
Hate,bitch call fuck buddi told bitch aint hoe smh,1
Hate, first bitch fuck u second hoe ,1
Hate,wan bitch till iknow gone stay fa kus hoe doin dick  ian goin,1
Hate,go talk hoe first bitch your one talk,1
Hate,idc bitch hoe caus love hoe theyr mad fun nastyyi,1
Hate,hoe talk bout need gucci bitch yoself,1
Hate,hoe think caus dont repli mean there answerno consequ lmao bitch repli mean guilti shit ,1
Hate, trashi whore gold digger tri someth make think shes good ughhh happen hoe bag pos,1
Hate,im tweetin ion want hoe dmn lil whore ,1
Hate,shes whore mom drug addict dont fall hoe ,1
Hate,men realli dont care call hoe whore  shit dont bother us,1
Hate, hoe  hoe  hoe  girl know your anoth whore ,1
Hate, ok hoe whore choos sweeti,1
Hate,tf  miss white black ass hoe  mf cck suck whore  ,1
Hate,cannot allow folk cuff whore  good look fuck allat turn hoe hous wife shit ,1
Hate,dont hate girl whore around never got daddi attent  interfer relationship hoe,1
Hate, dirti fuckin whore u got chat go suck ur fuckin mum u disgust lil hoe say suttin,1
Hate,block lmao  well fuck whore friend your lame your fake ass bitch later hoe ,1
Hate, wow hoe aint shit deserv better dan ugli whore brother,1
Hate,aint nobodi stab ass back hoe saw much attent whore fake bitch actual,1
Hate,dress like hoe cold real whore ,1
Hate, must proud cam whore  oh pleas let continu hoe  role model gtfo,1
Hate,aye  your fuck whore dont fuck speak u fuckin peacock fake ass hoe,1
Hate,get readi see hoe bunni slut kitti whore mice post halloween night,1
Hate,cant even date talk girl attent whore social media make think ima date talk hoe real life,1
Hate,whatev hoe still hoe yu r still whore ,1
Hate, new hoe whore label im gonna call million dollar whore record labe get mind ,1
Hate,well kat that happen your whore  #blackinkcrewchi phor  ryan fd bff yeah u hoe ,1
Hate,knew bobbi shmruda respect women said aint hoe get traphous legendari,1
Hate,cant live life base women find attract lmao everi singl one hoe suck dick,1
Hate, women cheat parti hoe leav ass doubl standardamaz,1
Hate,degrad dark skin women lgbtq communiti hoe cancel life,1
Hate,hazel e joke girl bash dark skin women look better  wack ass hoe,1
Hate,femal logic go hoe phase becom real women relationship,1
Hate, want women equal right  unless dont fit exact definit woman your hoe,1
Hate,definit gotta hoe women love idea marriag lmao,1
Hate,fuck hoe bitch aint nothin women trippin bruh,1
Hate,thought fuck  differ guy hoe  explain women fine someon better still ,1
Hate,grown women stop glorifi hoe yall dont realiz influenc young bitch,1
Hate,women know said eric know dont inner hoe  im  much gentleman know hoe deep,1
Hate,blac chyna straight trash abomin women everywher dont  caus dont care hoe respons bitch,1
Hate,ill bitch bitch god damn women hoe ,1
Hate,hoe want attent women want respect,1
Hate,women arent hoe correct ,1
Hate,lot women chang hoe tweeter ,1
Hate,oh man sleep lot women hes cool woman sleep lot men shes hoe yes,1
Hate,like women cant wait hoe relationship end,1
Hate,imagin parent give birth hoe like shamiso give pussi cash women work hard thing,1
Hate, call whatev want prais hoe women wrong moral leaf attack men generalsham bitch,1
Hate, call whale ass hoe told bc everyon envi skinni women ,1
Hate,cool guy  show women sneaki aint shit like nigga alway knew babi mama hoe ,1
Hate,wonder rick make anoth deal crazi ass women  crazi ass nigga actual hoe daryl ,1
Hate,rape bad alota hoe lie bout shit women crazi dawg  fuck ya life care,1
Hate, shes actual clown sue fuck dumb cunt fall hole near squash winner ,1
Hate, alway readi hard bring hole beat cunt ass ,1
Hate, ur cunt would wet fuck ur slut hole x,1
Hate,hello cunt hole  doh saddi ill buss yuh face,1
Hate,big troglodyt bitch text man im go put bullet hole knee cap dont fight big white bitch dog,1
Hate, hillari u bitch shut hole comfort u r career crimin dear mill ,1
Hate,   bitch must strong back cant stop dig hole shes jesus hilla ,1
Hate,bitch true thot let go like cool cop shoot u put hole ur head like juic box,1
Hate, bitch live anoth countri live mgs hole,1
Hate, that rude bitch tell go back hole,1
Hate,u noth anoth pussi hole bitch get use,1
Hate,okay bitch fuck busi fall hole get anal fuck satan horn bitch ,1
Hate,yall want sex kinda spiritu rabbit hole soooo bad finish im hungri bitch ,1
Hate,sheesh rt  bitch wana enter everi hole got,1
Hate,  bitch u need shut ur fuckin hole enough enough #persist,1
Hate, lmfao weaaak come bitch aint got pictur go back hole ,1
Hate,foreign car swerv pot hole bad bitch chicago,1
Hate, oh dirti bitch friend go fuck hole till cant take ,1
Hate,watch alc mom basement truli pleasur crawl back hole weak ass bitch ,1
Hate, must bitch eat fabric get way cake hole,1
Hate, bitch bigg ass hole,1
Hate, bitch keep name mouth  worri loos hole,1
Hate,let put lil corni bitch hole throw cheeto ,1
Hate,nah bitch suck ass hole vibinfuck outta young rainbow ,1
Hate, wretch ugli bitch show joy wretch bitch wilson crawl ur hole  disappear,1
Hate,yall start comin  like dass esspens bitch u watch mile shoe liter hole youll understand,1
Hate, stupid wanna bitch go back hole,1
Hate, gucci real men marri girl first clone gucci bitch hole shit fake,1
Hate,   bitch need shut hole,1
Hate,bitch gonna fart say excus stink hole check lane #noladylik,1
Hate, deadass dig hole  fat bitch loos weight,1
Hate,listen love lil b would fuck dej loaf prob got poison nail polish like bitch hole,1
Hate,sometim gotta stick key hole bitch chug,1
Hate,need one kitti one butt hole lick one person number one fan support need bitch peac one ,1
Hate,help us bitch back check hole went cover ,1
Hate,  old bitch need go pastur dig hole racist,1
Hate,old person buy shirt hole yes call fashion bitch look,1
Hate, fuck bitch hole,1
Hate,bitch hell hole,1
Hate, dm daddi show littl wet whore hole  show daddi nasti slu ,1
Hate, crawl back hole your noth fame whore tv judg,1
Hate,master bedroom curtisn  crednhil park wide open like hooker three hole clare slag slut tart whore slag slut like,1
Hate, sorri old sapphir cant come phone right oh caus shes busi fill whore hole,1
Hate,ride ur shithol like whore fucker conquer ur hole fuck u boipussi posit  mak u get facial wi ,1
Hate, shes whore insta id hole forev,1
Hate,say home heart got hole heart let whore heart,1
Hate, fucken hot im hot fuck hard anyth want slut whore open hole hot slut love fuck,1
Hate,hire whore breed cummi hole black pimp white bitch  ,1
Hate,im gonna treat women like hole,1
Hate,especi old women cant shut pie hole,1
Hate, women pussi hole ,1
Hate,women one think back rat hole never come againif show surfac call ,1
Hate,women cover head carniv dollar store hat wear big hole ,1
Hate,   stupid liber women relentless pleas stay pervert hole la,1
Hate,harvey ugh disgust pedro disgust illuminati women fuck everi hole,1
Hate, u dam stupid ass hole dont kill anim women breast cancer u dam bitch,1
Hate,   hmmmdo women like stuf everi hole paid  ,1
Hate,good men women stop accept ass hole appear rightit excus turn lesbian cuz good man,1
Hate,loool tri use card abroad n cunt hoe sket worker like ur card declin mayb u dnt enough ,1
Hate,well hoe level cunt skin open,1
Hate, your dumb littl cunt abort go hoe eat tampon tryna fe ,1
Hate,hoe cunt,1
Hate,would girl kick ball  imma cunt punt tf outta hoe reason ,1
Hate,dumb cunt omm know im comin hoe,1
Hate, fuck cunt hoe wont ili,1
Hate,glorious cunt bad your basic bitch alway alway stay mad hoe #imtalkingaboutadud ,1
Hate, your except  werent rude lil cunt like hoe ,1
Hate,ur cunt nd shes hoe nuff said,1
Hate, fuck slut wtf cunt deserv fall river dumb hoe shit fuck cunt,1
Hate,  cunt ass hoe record get fox newsd ,1
Hate,hoe asss bitch fuck,1
Hate,young bitch getter cuff ya hoe take ha,1
Hate,dont want nigga wit bitch fuck multipl hoe love health,1
Hate, bitch ass hoe,1
Non-Hate,sister #nobraday rais cancer awar hoe ,0
Non-Hate,love religi brother sister  fuck your even real theocrat fat usless bitch,0
Non-Hate, wait till youv got gin tomorrow wont cock,0
Non-Hate,there interest insight uncov understand want go rabbit hole,0
Non-Hate,  lol didnt applaud rape threat long go ride shit,0
Non-Hate,hey ladi men rape sexual assault etc sort accept societi commit act pls die,0
Non-Hate,dont know  kinn bare fan ho ap bh cricket k     ,0
Non-Hate, ps happi kick ass contin  cant imagin live socialist rat hole emul ,0
Non-Hate, dont mean kill american lowlif piec garbag hope rot hell son bitch,0
Non-Hate, trump thing worship putin dick money,0
Non-Hate,small cock park sideway tesco car park flex ford focus lol,0
Non-Hate, dont want blame victim make difficult ho lookin money victim look justic,0
Non-Hate, great chanc show everyon your cunt tv tonight fuck,0
Non-Hate, buy ram girl p,0
Non-Hate, fuck u stupid cunt,0
Non-Hate,play music car wantim like yougotta kill make stopyou dick ,0
Non-Hate,  bitch dont talk fuck kid fuck kid eat better meal youll ever eat life see,0
Non-Hate, bunch peopl cant separ charact play real world moan glamouris rape ugh,0
Non-Hate, dumb cunt twit peopl start die tri murder asshol,0
Non-Hate,your fear go rabbit hole spread oppress right want  control  #cagsil,0
Non-Hate,silent harass nope silent sexual assault nope silent rape fuck cant shut good day,0
Non-Hate, u suck gag cock melissa fuck hot booti stun sweet pussi tonight love ,0
Non-Hate, eat entir bag dick like serious ive seen eat entir bag disembodi cock hes raven cunt,0
Non-Hate, dick serioi ,0
Non-Hate,someon ask catch rare fish like two day left season like dude dick,0
Non-Hate,survivor rape inspir better better thank survivor #wocaffirm,0
Non-Hate,  fuck  gotchu fam lemm get pimp hand readi,0
Non-Hate, your say dont like cock look panti,0
Non-Hate, bottom line paid fake account come support rape enabl pretti sick,0
Non-Hate,  hate omin hole seem legitim high matur,0
Non-Hate,fuck proof rape case like want us prove fuck,0
Non-Hate, one dig hole ignor sad hope teach child hate  sure,0
Non-Hate,dick hair sound like take care your bad day say dick hair wave goodby annoy peopl wont know ,0
Non-Hate, dig podcast alway like actor keep thing viva dick ritchi,0
Non-Hate,  man  wive  women accus assault  yr old girl accus rape make speech religion  valu funni ,0
Non-Hate,french mps demand chang law child rape prosecutor rule yrold girl consent sex man age ,0
Non-Hate,fuck kid er go shit hole ,0
Non-Hate, woow smoke cigaret suke may dick ,0
Non-Hate, love much chim  love ho wat u r cuz give us inspir treasur yall treasur armi,0
Non-Hate,ahhh cousin fetus doesnt dick want rant gender reveal ive also youngest girl cousin  year,0
Non-Hate, hey awesom make mistak taken contextyour charat believ condon rape,0
Non-Hate,  slightest sound joke horrend heav huf puf ear hole,0
Non-Hate,went last person id talk women crave daili  month life realli bitch ,0
Non-Hate,hope told stand effort dismantl clinton librari abus rape women ,0
Non-Hate,  yeah get one free mb ram one,0
Non-Hate, hahah thank hoenah ,0
Non-Hate,  sympathi get everyth deserv go shit hole l,0
